weight_class,f1_reach,f1_stance,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_reach,f2_stance,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height
7,74.0,2,0.8,51,1.87,70,185.0,74.0,2,1.1,38,1.83,29,185.0,38,19,2,88,21,5,29,33,72,73
7,73.0,2,0.0,100,2.94,0,185.0,74.0,2,1.2,38,3.74,31,170.0,9,4,0,13,5,0,28,32,73,72
6,68.0,2,0.9,46,1.87,59,145.0,71.0,4,0.8,53,4.08,92,155.0,15,6,0,40,14,0,24,25,66,70
10,71.0,2,0.0,50,0.65,40,155.0,68.0,2,2.4,55,0.7,55,170.0,15,8,0,31,18,5,26,34,69,71
5,74.0,2,0.8,34,1.45,59,185.0,72.0,2,1.0,50,0.33,57,205.0,21,13,0,16,7,0,27,32,72,71
7,71.0,2,0.0,40,3.01,92,185.0,73.0,2,0.0,33,1.38,81,185.0,22,9,0,17,14,1,28,37,68,69
6,70.0,2,0.4,52,2.02,65,155.0,73.0,4,0.3,48,1.65,63,170.0,11,10,0,34,10,2,27,24,69,71
7,74.0,2,0.3,52,1.52,57,185.0,77.0,4,0.8,77,0.52,69,185.0,32,15,0,34,10,0,38,33,71,74
4,78.0,2,0.7,50,1.22,32,250.0,82.0,2,0.2,56,2.3,52,240.0,28,14,0,29,9,2,30,33,76,76
7,72.0,2,0.0,78,2.18,62,185.0,74.0,4,0.8,41,1.14,53,185.0,19,11,0,22,11,0,27,28,72,71
7,75.0,4,0.5,39,1.98,84,170.0,74.0,2,1.3,43,2.55,25,185.0,35,12,0,32,8,0,27,37,74,72
10,75.0,2,1.6,50,1.31,60,170.0,76.0,2,0.8,51,3.6,56,170.0,16,8,0,27,5,1,31,30,73,72
4,77.0,2,0.3,36,0.52,79,240.0,76.0,2,0.2,54,6.39,25,205.0,28,19,0,13,4,0,29,24,75,75
10,74.0,2,1.4,55,0.89,42,170.0,70.0,2,0.9,63,3.76,67,170.0,6,6,0,22,11,0,28,27,72,68
10,73.0,2,0.4,48,2.46,64,170.0,76.0,2,4.1,50,0.55,25,170.0,19,10,0,12,7,0,31,22,70,73
10,71.0,2,0.0,63,2.65,14,155.0,72.0,4,0.9,25,1.62,47,170.0,16,9,0,31,12,0,29,27,70,70
6,69.0,2,0.5,23,0.81,60,155.0,69.0,4,2.0,0,0.0,66,155.0,14,9,0,16,7,0,31,36,67,69
6,71.0,2,2.0,45,2.39,54,155.0,74.0,4,1.3,33,2.22,60,145.0,28,16,0,14,6,0,24,32,70,70
6,70.0,2,0.7,47,2.91,81,155.0,68.0,2,0.3,31,2.36,65,145.0,14,8,1,22,7,1,29,27,69,66
10,72.0,2,1.0,59,5.27,59,170.0,70.0,2,0.3,60,0.71,63,170.0,19,8,0,28,15,0,26,25,70,69
5,76.0,2,0.0,34,3.0,91,205.0,74.0,2,0.8,34,1.45,59,185.0,12,5,0,21,13,0,32,27,73,72
6,70.0,2,0.8,54,2.9,69,155.0,76.0,4,1.4,30,1.19,42,170.0,16,6,0,21,12,0,29,23,68,72
5,75.0,2,0.5,0,0.0,36,205.0,72.0,2,0.0,57,1.19,33,205.0,15,9,0,13,8,1,30,36,74,72
6,69.0,2,1.2,52,1.38,76,155.0,72.0,2,1.3,34,1.09,46,170.0,25,8,0,33,13,1,32,25,69,71
6,74.0,2,1.3,27,1.69,27,155.0,66.0,2,0.0,0,0.0,0,155.0,21,10,0,16,10,1,35,30,70,66
6,70.0,2,0.0,50,4.23,80,155.0,67.0,2,0.7,34,3.26,69,135.0,10,7,0,18,11,0,40,27,70,65
6,70.0,2,0.7,37,3.32,69,155.0,68.0,2,0.9,50,0.94,66,155.0,35,16,0,10,6,0,27,33,67,68
10,70.0,2,1.9,100,1.93,25,170.0,71.0,2,1.6,31,2.32,53,155.0,7,3,0,14,6,0,30,31,70,70
10,78.0,2,0.6,57,2.43,77,205.0,71.0,2,0.0,33,2.02,33,170.0,22,6,0,19,5,0,24,24,74,70
10,68.0,2,0.9,20,2.05,38,170.0,76.0,2,1.1,74,4.16,83,185.0,11,7,0,26,2,0,34,27,66,71
7,75.0,4,0.7,66,1.31,63,185.0,75.0,2,0.7,24,1.95,30,185.0,29,7,0,10,6,0,34,35,73,71
7,74.0,2,0.6,33,1.46,25,185.0,72.0,1,0.0,33,0.25,60,185.0,12,7,1,12,4,0,33,36,75,72
7,75.0,2,0.3,43,1.05,63,185.0,71.0,2,2.7,60,2.67,0,185.0,31,9,0,10,5,0,29,28,73,70
6,75.0,2,1.3,36,3.65,31,155.0,70.0,2,0.6,37,1.2,46,155.0,12,5,0,22,12,1,27,28,68,68
7,80.0,2,2.0,16,1.43,35,185.0,75.0,2,2.3,33,2.02,33,185.0,26,16,0,47,16,0,33,31,75,72
7,73.0,2,0.9,26,0.44,55,185.0,72.0,2,0.0,100,1.13,0,185.0,17,7,0,19,12,0,24,27,74,72
7,72.0,4,1.0,25,2.49,61,170.0,77.0,2,1.2,48,2.2,59,205.0,28,9,0,26,14,0,31,28,73,73
6,70.0,2,0.1,38,0.63,77,155.0,72.0,4,1.1,42,1.72,25,155.0,21,12,1,40,20,1,24,32,69,69
4,77.0,2,0.4,45,5.13,85,240.0,74.0,2,0.0,0,0.0,0,205.0,14,3,0,10,6,0,26,29,73,74
10,70.0,2,0.6,30,1.91,25,168.0,73.0,2,0.6,70,4.17,45,170.0,19,8,0,23,12,0,32,29,70,72
6,70.0,2,0.5,55,1.19,74,155.0,67.0,2,0.4,46,4.09,56,155.0,16,14,2,36,4,1,30,35,69,66
5,76.0,2,0.7,45,1.18,62,185.0,74.0,2,0.6,53,0.97,62,205.0,17,10,2,35,12,1,33,32,74,71
5,81.0,4,1.1,50,1.69,33,205.0,76.0,2,2.2,66,0.9,57,185.0,9,3,0,12,8,0,24,30,75,73
5,74.0,2,0.6,35,2.47,54,205.0,74.0,4,0.4,65,1.21,75,185.0,17,11,1,24,8,0,33,30,75,73
5,74.0,2,0.7,47,1.03,70,205.0,77.0,4,0.0,50,2.51,100,205.0,16,3,0,17,10,0,26,27,74,75
7,72.0,2,2.5,18,0.49,36,185.0,71.0,2,4.1,45,3.93,0,170.0,13,8,0,24,5,0,37,28,72,68
5,78.0,2,0.9,47,1.93,78,205.0,70.0,2,0.6,36,1.73,42,205.0,12,10,0,15,11,0,24,29,70,71
6,73.0,2,1.4,30,0.43,39,155.0,72.0,4,1.1,42,1.72,25,155.0,15,5,0,40,20,1,22,32,73,69
10,70.0,4,2.8,28,1.41,25,170.0,71.0,2,0.0,50,1.16,40,170.0,13,6,0,11,4,0,34,27,71,71
10,70.0,2,0.0,0,0.0,0,170.0,76.0,4,0.6,43,2.93,71,170.0,5,3,0,22,4,1,27,27,70,74
4,80.0,2,0.0,33,1.42,42,265.0,77.0,2,1.2,42,1.22,45,234.0,12,2,0,8,5,0,33,33,74,74
10,73.0,5,1.2,50,2.95,35,170.0,70.0,2,0.3,60,0.71,63,170.0,45,9,0,28,15,0,35,25,69,69
7,75.0,2,0.3,43,1.05,63,185.0,72.0,2,0.0,100,1.13,0,185.0,31,9,0,19,12,0,29,27,73,72
10,70.0,4,1.4,48,1.6,47,170.0,77.0,2,0.6,50,1.06,61,170.0,20,9,0,15,6,0,35,29,70,73
7,78.0,2,1.1,27,2.1,30,185.0,74.0,2,0.8,51,1.87,70,185.0,28,9,0,38,19,2,27,29,73,72
4,76.0,2,0.2,53,0.7,59,230.0,77.0,2,1.1,30,1.65,31,231.0,12,7,0,23,8,1,31,31,75,76
7,72.0,2,2.0,41,1.86,78,170.0,73.0,2,0.1,50,0.84,63,185.0,20,7,0,19,9,0,26,36,72,73
6,68.0,2,1.5,42,3.83,62,145.0,68.0,2,1.5,37,2.14,56,155.0,24,7,1,16,9,0,24,25,67,70
10,74.0,2,0.8,50,0.28,47,170.0,74.0,2,1.4,42,3.05,83,170.0,9,5,0,21,11,0,28,30,70,71
5,75.0,2,2.4,36,1.35,28,185.0,77.0,4,0.3,28,0.56,100,185.0,25,12,0,12,5,0,33,27,75,74
10,72.0,2,0.5,25,0.27,56,155.0,72.0,2,1.6,53,3.28,30,170.0,11,6,1,19,11,0,29,0,72,69
4,74.0,2,0.0,26,1.13,42,230.0,78.0,2,0.9,0,0.0,40,245.0,13,5,0,8,6,0,26,32,74,76
7,79.0,2,1.7,45,0.49,56,185.0,74.0,2,1.3,43,2.55,25,185.0,13,10,0,32,8,0,26,37,78,72
7,76.0,2,1.2,54,3.55,62,185.0,74.0,2,0.3,27,0.57,60,170.0,18,10,0,7,5,0,25,28,74,70
10,72.0,4,0.9,25,1.62,47,170.0,70.0,2,0.9,63,3.76,67,170.0,31,12,0,22,11,0,27,27,70,68
6,71.0,2,0.4,38,1.18,65,145.0,70.0,4,0.8,30,0.67,60,155.0,28,17,0,25,9,0,22,32,69,67
7,74.0,4,0.5,50,3.51,89,170.0,73.0,4,0.0,0,0.0,16,185.0,7,3,0,15,6,0,22,34,73,73
10,72.0,2,0.3,36,2.53,72,170.0,76.0,2,4.1,50,0.55,25,170.0,29,17,0,12,7,0,28,22,70,73
7,72.0,4,0.7,100,1.42,56,185.0,73.0,2,0.0,33,1.38,81,185.0,10,6,0,17,14,1,30,37,72,69
10,72.0,2,5.3,36,2.12,100,170.0,75.0,2,1.6,47,1.64,63,170.0,3,3,0,24,16,0,26,27,70,72
7,75.0,2,1.1,15,1.58,50,185.0,74.0,2,1.1,38,1.83,29,185.0,11,7,0,88,21,5,32,33,73,73
7,73.0,2,0.0,100,2.94,0,185.0,73.0,2,2.4,46,2.08,25,185.0,9,4,0,24,8,0,28,27,73,70
5,77.0,2,0.7,48,1.05,57,205.0,73.0,2,0.1,56,1.52,73,205.0,19,7,0,36,11,0,29,30,75,73
7,74.0,2,1.2,38,3.74,31,170.0,71.0,2,0.2,20,0.68,43,170.0,13,5,0,24,11,0,32,28,72,71
6,70.0,2,2.2,44,2.75,39,145.0,71.0,4,0.8,53,4.08,92,155.0,31,14,0,40,14,0,26,25,67,70
10,68.0,2,2.4,55,0.7,55,170.0,73.0,2,0.4,48,2.46,64,170.0,31,18,5,19,10,0,34,31,71,70
6,68.0,2,0.9,46,1.87,59,145.0,74.0,2,1.3,27,1.69,27,155.0,15,6,0,21,10,0,24,35,66,70
4,73.0,2,0.0,44,1.28,43,225.0,76.0,2,1.1,39,2.8,66,242.0,10,5,2,17,11,0,32,29,73,74
6,74.0,2,1.8,36,0.6,38,145.0,69.0,2,0.5,23,0.81,60,155.0,21,11,0,14,9,0,24,31,73,67
6,70.0,2,0.3,32,0.87,65,145.0,68.0,2,0.2,63,1.3,61,155.0,23,11,0,48,15,3,29,25,66,69
6,73.0,2,0.8,0,0.0,33,155.0,80.0,2,0.0,80,3.02,100,155.0,12,6,0,4,4,0,25,30,72,76
5,75.0,2,0.5,0,0.0,36,205.0,77.0,4,0.8,77,0.52,69,185.0,15,9,0,34,10,0,30,33,74,74
5,76.0,2,0.2,53,0.7,59,230.0,72.0,2,0.0,20,0.67,40,205.0,12,7,0,7,3,0,31,35,75,72
6,71.0,2,2.4,36,1.53,37,155.0,68.0,2,0.3,31,2.36,65,145.0,22,12,0,22,7,1,34,27,66,66
4,77.0,2,0.4,45,5.13,85,240.0,76.0,2,0.2,54,6.39,25,205.0,14,3,0,13,4,0,26,24,73,75
10,78.0,2,0.6,57,2.43,77,205.0,74.0,2,0.8,50,0.28,47,170.0,22,6,0,9,5,0,24,28,74,70
7,76.0,2,1.2,54,3.55,62,185.0,73.0,2,3.1,50,7.28,100,170.0,18,10,0,33,15,0,25,25,74,72
7,73.0,2,0.0,0,0.0,0,185.0,75.0,2,3.3,100,0.41,50,185.0,8,3,0,12,4,0,22,31,73,75
10,71.0,2,0.0,0,0.0,0,170.0,73.0,2,0.9,50,0.9,20,170.0,16,6,0,14,6,0,26,28,72,73
7,72.0,2,0.0,25,1.15,50,170.0,74.0,2,2.1,0,0.0,0,185.0,12,4,0,9,1,0,26,28,72,74
10,73.0,2,0.7,50,0.93,76,170.0,71.0,2,0.0,0,0.0,0,170.0,18,13,1,13,5,0,31,30,70,71
6,69.0,2,2.5,100,1.22,25,155.0,71.0,2,3.4,27,2.13,50,155.0,6,3,0,14,6,0,29,27,70,70
10,76.0,2,1.1,74,4.16,83,185.0,76.0,2,0.8,51,3.6,56,170.0,26,2,0,27,5,1,27,30,71,72
4,78.0,2,0.7,50,1.22,32,250.0,81.0,2,0.5,55,3.9,60,265.0,28,14,0,5,3,0,30,31,76,75
6,70.0,2,0.4,52,2.02,65,155.0,67.0,2,0.7,34,3.26,69,135.0,11,10,0,18,11,0,27,27,69,65
6,70.0,2,0.5,46,2.13,52,155.0,74.0,4,1.3,33,2.22,60,145.0,21,5,1,14,6,0,25,32,69,70
7,72.0,4,1.0,25,2.49,61,170.0,80.0,2,2.0,16,1.43,35,185.0,28,9,0,26,16,0,31,33,73,75
10,74.0,2,1.4,55,0.89,42,170.0,78.0,5,2.5,50,2.28,33,185.0,6,6,0,14,5,0,28,22,72,76
4,82.0,2,0.2,56,2.3,52,240.0,75.0,2,4.0,0,0.0,0,250.0,29,9,2,11,4,0,33,34,76,75
5,72.0,2,0.0,0,0.0,60,205.0,84.0,2,0.5,46,1.9,95,205.0,6,3,0,25,1,0,31,21,72,76
10,75.0,2,1.6,50,1.31,60,170.0,70.0,2,0.4,25,1.94,46,170.0,16,8,0,14,5,0,31,27,73,70
10,72.0,2,2.2,33,5.59,0,170.0,77.0,2,1.3,40,0.2,66,170.0,12,7,0,22,13,2,24,25,72,74
5,75.0,2,0.0,44,2.98,73,205.0,76.0,2,0.0,75,0.44,81,205.0,24,8,1,21,8,0,29,39,72,74
5,76.0,2,0.0,34,3.0,91,205.0,75.0,4,0.7,66,1.31,63,185.0,12,5,0,29,7,0,32,34,73,73
7,74.0,2,0.3,52,1.52,57,185.0,71.0,2,4.1,45,3.93,0,170.0,32,15,0,24,5,0,38,28,71,68
7,72.0,2,2.0,41,1.86,78,170.0,74.0,2,0.8,51,1.87,70,185.0,20,7,0,38,19,2,26,29,72,72
10,76.0,4,0.6,43,2.93,71,170.0,75.0,2,1.6,47,1.64,63,170.0,22,4,1,24,16,0,27,27,74,72
6,68.0,2,1.5,42,3.83,62,145.0,70.0,2,0.8,54,2.9,69,155.0,24,7,1,16,6,0,24,29,67,68
5,74.0,2,0.8,34,1.45,59,185.0,72.0,2,0.0,0,0.0,0,205.0,21,13,0,12,4,0,27,0,72,72
7,75.0,2,2.4,36,1.35,28,185.0,80.0,2,2.0,16,1.43,35,185.0,25,12,0,26,16,0,33,33,75,75
10,70.0,2,0.3,41,0.61,39,170.0,74.0,2,1.4,42,3.05,83,170.0,20,12,0,21,11,0,32,30,69,71
6,72.0,2,1.3,34,1.09,46,170.0,76.0,4,1.4,30,1.19,42,170.0,33,13,1,21,12,0,25,23,71,72
6,70.0,2,0.7,37,3.32,69,155.0,70.0,2,0.6,37,1.2,46,155.0,35,16,0,22,12,1,27,28,67,68
7,77.0,2,1.2,48,2.2,59,205.0,73.0,2,0.9,26,0.44,55,185.0,26,14,0,17,7,0,28,24,73,74
5,75.0,2,1.8,36,1.81,50,185.0,72.0,2,0.0,57,1.19,33,205.0,14,7,2,13,8,1,31,36,75,72
7,72.0,2,0.0,20,1.07,0,185.0,72.0,2,0.0,78,2.18,62,185.0,11,5,0,19,11,0,0,27,72,72
7,76.0,2,2.2,66,0.9,57,185.0,76.0,2,1.9,50,1.55,31,185.0,12,8,0,15,8,0,30,31,73,73
6,71.0,2,0.0,50,0.65,40,155.0,71.0,2,2.0,45,2.39,54,155.0,15,8,0,28,16,0,26,24,69,70
5,71.0,2,1.3,25,2.37,25,205.0,74.0,2,0.0,0,0.0,0,205.0,18,5,1,10,6,0,33,29,71,74
7,72.0,4,0.7,100,1.42,56,185.0,73.0,4,1.4,24,2.74,50,185.0,10,6,0,13,6,0,30,26,72,74
7,74.0,2,1.8,54,1.67,47,185.0,73.0,2,2.4,46,2.08,25,185.0,14,8,0,24,8,0,27,27,73,70
7,74.0,4,0.8,41,1.14,53,185.0,75.0,2,0.3,43,1.05,63,185.0,22,11,0,31,9,0,28,29,71,73
5,76.0,2,0.7,45,1.18,62,185.0,76.0,2,0.2,53,0.7,59,230.0,17,10,2,12,7,0,33,31,74,75
5,78.0,2,0.9,47,1.93,78,205.0,77.0,4,0.3,28,0.56,100,185.0,12,10,0,12,5,0,24,27,70,74
10,68.0,2,2.4,55,0.7,55,170.0,72.0,2,0.5,25,0.27,56,155.0,31,18,5,11,6,1,34,29,71,72
10,70.0,2,1.5,60,1.34,30,155.0,70.0,4,1.4,48,1.6,47,170.0,12,4,0,20,9,0,24,35,69,70
10,74.0,2,0.4,35,0.73,35,170.0,68.0,5,0.5,84,1.01,46,170.0,25,10,0,32,16,7,26,34,72,67
4,70.0,2,0.0,0,0.0,50,242.0,80.0,2,0.0,33,1.42,42,265.0,10,3,0,12,2,0,0,33,70,74
6,71.0,2,0.0,63,2.65,14,155.0,72.0,2,1.6,53,3.28,30,170.0,16,9,0,19,11,0,29,0,70,69
6,70.0,2,0.1,38,0.63,77,155.0,73.0,2,1.4,30,0.43,39,155.0,21,12,1,15,5,0,24,22,69,73
6,71.0,4,2.0,42,1.77,47,155.0,66.0,5,0.7,0,0.0,14,155.0,31,13,0,17,3,1,25,35,68,66
6,68.0,2,0.9,50,0.94,66,155.0,72.0,2,3.6,11,2.07,50,155.0,10,6,0,14,5,1,33,0,68,70
7,77.0,4,0.8,77,0.52,69,185.0,71.0,2,0.2,20,0.68,43,170.0,34,10,0,24,11,0,33,28,74,71
10,73.0,2,0.4,48,2.46,64,170.0,70.0,2,0.3,60,0.71,63,170.0,19,10,0,28,15,0,31,25,70,69
6,70.0,2,0.7,47,2.91,81,155.0,72.0,4,1.1,42,1.72,25,155.0,14,8,1,40,20,1,29,32,69,69
4,77.0,2,1.1,30,1.65,31,231.0,77.0,2,0.1,55,0.33,80,238.0,23,8,1,21,6,0,31,24,76,76
6,67.0,2,0.4,46,4.09,56,155.0,68.0,2,0.9,46,1.87,59,145.0,36,4,1,15,6,0,35,24,66,66
7,72.0,4,0.7,100,1.42,56,185.0,78.0,2,1.1,27,2.1,30,185.0,10,6,0,28,9,0,30,27,72,73
6,70.0,4,0.8,30,0.67,60,155.0,71.0,2,3.4,27,2.13,50,155.0,25,9,0,14,6,0,32,27,67,70
7,73.0,2,2.7,9,0.33,28,185.0,74.0,2,1.8,54,1.67,47,185.0,26,19,1,14,8,0,30,27,73,73
6,71.0,2,2.4,36,1.53,37,155.0,74.0,2,1.3,27,1.69,27,155.0,22,12,0,21,10,0,34,35,66,70
10,72.0,2,0.3,36,2.53,72,170.0,75.0,2,0.9,21,0.91,47,170.0,29,17,0,9,5,0,28,26,70,71
4,81.0,2,0.5,55,3.9,60,265.0,75.0,2,0.5,46,2.78,58,205.0,5,3,0,19,11,0,31,45,75,73
6,70.0,2,2.2,44,2.75,39,145.0,74.0,4,1.3,33,2.22,60,145.0,31,14,0,14,6,0,26,32,67,70
10,76.0,2,4.1,50,0.55,25,170.0,78.0,5,2.5,50,2.28,33,185.0,12,7,0,14,5,0,22,22,73,76
4,74.0,4,0.0,0,0.0,0,235.0,76.0,2,1.1,39,2.8,66,242.0,18,7,0,17,11,0,32,29,74,74
7,72.0,4,1.0,25,2.49,61,170.0,72.0,1,0.0,33,0.25,60,185.0,28,9,0,12,4,0,31,36,73,72
6,69.0,2,0.5,23,0.81,60,155.0,69.0,4,0.1,34,1.18,60,155.0,14,9,0,29,14,1,31,28,67,68
6,71.0,2,0.4,38,1.18,65,145.0,70.0,4,0.7,39,1.89,60,170.0,28,17,0,29,12,0,22,24,69,68
6,68.0,4,1.2,50,1.24,25,155.0,75.0,2,1.3,36,3.65,31,155.0,12,6,0,12,5,0,26,27,69,68
10,75.0,2,1.6,47,1.64,63,170.0,72.0,2,2.2,33,5.59,0,170.0,24,16,0,12,7,0,27,24,72,72
10,70.0,4,2.8,28,1.41,25,170.0,73.0,2,0.4,48,2.46,64,170.0,13,6,0,19,10,0,34,31,71,70
10,77.0,2,0.6,50,1.06,61,170.0,73.0,2,0.6,70,4.17,45,170.0,15,6,0,23,12,0,29,29,73,72
5,74.0,2,0.0,14,0.65,57,205.0,75.0,2,0.7,30,0.65,80,185.0,11,5,0,7,6,0,26,22,74,74
7,75.0,2,3.3,100,0.41,50,185.0,74.0,2,2.1,0,0.0,0,185.0,12,4,0,9,1,0,31,28,75,74
6,68.0,2,1.5,37,2.14,56,155.0,71.0,4,2.0,42,1.77,47,155.0,16,9,0,31,13,0,25,25,70,68
10,70.0,2,0.9,63,3.76,67,170.0,73.0,2,0.9,50,0.9,20,170.0,22,11,0,14,6,0,27,28,68,73
10,72.0,2,0.0,25,1.15,50,170.0,70.0,2,0.4,25,1.94,46,170.0,12,4,0,14,5,0,26,27,72,70
10,77.0,2,1.3,40,0.2,66,170.0,69.0,2,0.0,0,0.0,0,170.0,22,13,2,7,5,0,25,33,74,69
6,80.0,2,0.0,80,3.02,100,155.0,69.0,2,2.5,100,1.22,25,155.0,4,4,0,6,3,0,30,29,76,70
4,73.0,2,0.0,44,1.28,43,225.0,74.0,2,0.0,26,1.13,42,230.0,10,5,2,13,5,0,32,26,73,74
6,72.0,2,0.7,28,0.99,44,145.0,70.0,2,0.8,40,1.31,66,155.0,12,8,1,25,11,0,24,22,69,69
5,74.0,2,0.4,44,3.37,80,205.0,79.0,2,0.8,44,1.55,66,205.0,23,5,0,11,7,0,25,24,74,75
10,74.0,2,0.8,50,0.28,47,170.0,78.0,2,0.6,57,2.43,77,205.0,9,5,0,22,6,0,28,24,70,74
7,76.0,2,2.2,66,0.9,57,185.0,80.0,2,2.0,16,1.43,35,185.0,12,8,0,26,16,0,30,33,73,75
6,67.0,2,0.7,43,4.88,0,155.0,69.0,2,3.5,66,3.53,0,155.0,3,4,0,4,5,0,29,24,67,69
5,77.0,1,1.0,25,0.52,71,205.0,75.0,2,0.0,20,1.78,0,205.0,26,12,1,6,5,0,31,24,73,75
5,72.0,4,0.0,0,0.0,0,205.0,77.0,2,0.9,33,0.47,79,205.0,1,2,0,10,4,0,31,28,72,74
5,74.0,4,1.4,32,2.46,57,205.0,76.0,2,0.0,41,2.64,52,205.0,10,6,0,11,6,0,25,26,72,76
6,72.0,2,0.1,57,1.05,59,135.0,70.0,4,1.6,18,1.31,54,155.0,15,13,1,15,5,0,27,24,73,69
6,77.0,2,3.5,22,1.17,0,155.0,70.0,2,2.0,0,0.0,75,155.0,11,5,1,2,2,0,27,27,75,70
5,75.0,4,0.7,66,1.31,63,185.0,74.0,2,0.3,52,1.52,57,185.0,29,7,0,32,15,0,35,39,73,71
5,76.0,2,0.8,48,2.17,47,205.0,75.0,2,0.8,40,3.89,50,205.0,26,11,1,16,10,0,28,45,73,73
7,74.0,2,1.1,38,1.83,29,185.0,71.0,2,4.1,45,3.93,0,170.0,88,21,5,24,5,0,34,29,73,68
7,73.0,2,0.9,26,0.44,55,185.0,77.0,2,1.2,65,2.51,38,185.0,17,7,0,34,15,2,25,32,74,71
10,68.0,2,2.4,55,0.7,55,170.0,70.0,4,1.4,48,1.6,47,170.0,31,18,5,20,9,0,35,36,71,70
10,75.0,2,0.9,43,2.61,60,170.0,71.0,2,0.0,0,0.0,28,170.0,17,2,0,5,3,0,22,0,73,71
10,69.0,4,0.0,50,1.84,100,170.0,72.0,2,2.0,41,1.86,78,170.0,18,8,0,20,7,0,33,27,69,72
5,75.0,2,1.8,36,1.81,50,185.0,77.0,4,0.0,50,2.51,100,205.0,14,7,2,17,10,0,32,28,75,75
5,72.0,2,0.0,0,0.0,0,205.0,76.0,2,0.4,60,3.55,82,205.0,12,4,0,19,4,1,0,27,72,73
6,70.0,2,0.3,32,0.87,65,145.0,72.0,2,0.0,50,0.45,71,155.0,23,11,0,9,7,0,30,26,66,69
5,77.0,2,0.7,48,1.05,57,205.0,75.0,2,0.0,44,2.98,73,205.0,19,7,0,24,8,1,29,29,75,72
4,79.0,4,2.0,40,2.02,54,264.0,77.0,2,2.4,29,1.3,36,240.0,18,11,0,34,10,1,29,32,75,75
7,73.0,4,1.4,24,2.74,50,185.0,76.0,2,1.2,54,3.55,62,185.0,13,6,0,18,10,0,26,25,74,74
5,73.0,2,0.1,56,1.52,73,205.0,74.0,2,0.6,53,0.97,62,205.0,36,11,0,35,12,1,30,32,73,71
4,77.0,2,0.0,0,0.0,0,245.0,82.0,2,0.2,56,2.3,52,240.0,6,6,0,29,9,2,35,33,74,76
7,75.0,4,0.5,39,1.98,84,170.0,75.0,2,1.1,15,1.58,50,185.0,35,12,0,11,7,0,27,32,74,73
4,72.0,2,0.0,50,6.29,0,260.0,78.0,2,0.9,0,0.0,40,245.0,10,4,0,8,6,0,31,32,72,76
5,76.0,2,0.0,34,3.0,91,205.0,72.0,2,0.0,20,0.67,40,205.0,12,5,0,7,3,0,32,35,73,72
10,70.0,2,0.3,41,0.61,39,170.0,73.0,2,0.7,50,0.93,76,170.0,20,12,0,18,13,1,32,31,69,70
4,74.0,2,0.2,0,0.0,76,235.0,75.0,2,4.0,0,0.0,0,250.0,8,7,0,11,4,0,29,34,71,75
10,70.0,2,0.5,55,1.19,74,155.0,76.0,2,1.1,74,4.16,83,185.0,16,14,2,26,2,0,31,28,69,71
5,74.0,4,0.4,65,1.21,75,185.0,74.0,2,0.7,47,1.03,70,205.0,24,8,0,16,3,0,31,27,73,74
5,78.0,2,1.0,40,1.32,60,205.0,84.0,2,0.5,46,1.9,95,205.0,17,8,0,25,1,0,32,22,76,76
10,72.0,2,1.0,59,5.27,59,170.0,76.0,4,0.6,43,2.93,71,170.0,19,8,0,22,4,1,27,28,70,74
6,76.0,4,1.4,30,1.19,42,170.0,70.0,2,0.7,37,3.32,69,155.0,21,12,0,35,16,0,24,28,72,67
10,76.0,2,0.8,51,3.6,56,170.0,68.0,5,0.5,84,1.01,46,170.0,27,5,1,32,16,7,31,35,72,67
6,67.0,2,0.7,34,3.26,69,135.0,68.0,2,1.5,42,3.83,62,145.0,18,11,0,24,7,1,28,25,65,67
10,71.0,2,0.4,49,2.7,53,170.0,75.0,2,1.6,50,1.31,60,170.0,23,12,0,16,8,0,26,32,67,73
5,77.0,2,1.2,42,1.22,45,234.0,76.0,2,0.2,54,6.39,25,205.0,8,5,0,13,4,0,34,25,74,75
10,74.0,2,0.5,0,0.0,66,170.0,72.0,2,5.3,36,2.12,100,170.0,7,3,0,3,3,0,24,27,74,70
6,71.0,2,0.4,38,1.18,65,145.0,71.0,2,2.0,45,2.39,54,155.0,28,17,0,28,16,0,23,25,69,70
4,77.0,2,0.4,45,5.13,85,240.0,72.0,2,1.0,0,0.0,80,245.0,14,3,0,9,3,0,27,29,73,72
6,70.0,2,0.6,37,1.2,46,155.0,72.0,2,1.3,34,1.09,46,170.0,22,12,1,33,13,1,29,26,68,71
10,78.0,2,0.6,57,2.43,77,205.0,70.0,2,0.9,63,3.76,67,170.0,22,6,0,22,11,0,25,28,74,68
6,70.0,2,0.4,52,2.02,65,155.0,70.0,2,0.8,54,2.9,69,155.0,11,10,0,16,6,0,28,30,69,68
7,74.0,2,1.8,54,1.67,47,185.0,73.0,2,1.8,68,6.51,0,185.0,14,8,0,12,3,0,28,27,73,73
6,70.0,2,0.5,37,2.19,82,145.0,71.0,2,1.5,38,3.64,100,155.0,15,5,0,15,4,0,28,28,68,71
6,71.0,4,0.8,53,4.08,92,155.0,72.0,4,1.1,42,1.72,25,155.0,40,14,0,40,20,1,26,33,70,69
