f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f1_wins,f1_losses,f2_wins,f2_losses,f1_age,f2_age
67.0,2.49,2.44,2,47,58,0.6,36,4.11,50,73.0,3.03,2.98,2,39,64,0.0,63,1.34,88,26,3,27,6,33,26
70.0,2.96,3.21,2,41,54,1.6,21,0.47,55,70.0,3.14,2.04,2,44,53,0.8,30,0.59,36,23,13,15,7,27,30
76.0,2.19,4.44,2,47,57,0.1,40,0.83,68,75.0,2.43,2.17,2,53,45,0.5,40,3.13,100,21,7,14,3,30,26
66.0,3.41,3.37,2,40,65,0.7,45,2.61,59,67.0,2.23,1.38,2,38,65,0.6,39,1.95,86,15,12,23,6,32,29
74.0,3.02,3.72,2,47,52,0.8,26,1.37,57,71.0,3.51,5.39,2,69,51,0.0,50,2.82,66,15,5,9,4,30,27
75.0,3.07,2.77,2,52,59,0.0,24,2.22,83,73.0,2.84,3.16,2,61,41,0.0,36,2.4,62,19,7,22,7,34,27
73.0,3.23,2.32,2,38,47,1.5,7,0.37,35,69.0,1.47,2.79,2,46,63,2.4,26,2.37,16,14,6,9,2,27,30
77.0,2.4,1.95,2,42,55,2.4,29,1.3,36,72.0,4.79,2.18,2,36,46,0.1,27,1.14,65,34,10,23,14,38,38
70.0,2.46,2.45,2,33,65,0.7,37,3.32,69,69.0,2.01,2.04,2,44,50,1.1,48,3.63,63,35,16,35,10,33,36
71.0,3.08,2.15,2,50,51,0.4,49,2.7,53,74.0,1.86,2.89,4,40,63,0.2,44,2.13,58,23,12,14,3,31,31
75.0,1.62,3.05,2,44,62,1.1,62,5.32,55,72.0,2.66,3.95,4,49,60,0.9,34,1.77,80,10,6,17,4,26,25
74.0,3.29,3.09,4,57,47,0.1,26,0.56,68,75.0,1.52,2.08,2,46,59,0.1,41,1.83,66,19,8,14,3,32,28
78.0,2.99,2.13,2,40,52,1.1,27,2.1,30,75.0,3.31,3.29,2,55,51,0.7,32,1.7,60,28,9,15,10,33,33
71.0,2.21,3.49,2,55,64,0.0,42,1.69,66,71.0,4.38,2.9,2,40,56,0.3,41,2.26,80,18,5,13,3,26,28
67.0,1.61,1.59,2,36,52,2.1,32,2.92,22,71.0,1.75,4.53,2,50,63,0.0,62,1.83,62,26,10,19,13,30,31
75.0,2.71,4.33,2,38,65,0.3,43,1.05,63,74.0,1.84,2.78,2,47,62,0.7,35,2.58,70,31,9,18,6,35,35
71.0,3.21,2.81,2,48,48,0.2,20,0.68,43,76.0,2.09,3.23,4,50,64,0.8,54,1.53,66,24,11,22,10,34,34
71.0,3.73,2.26,4,40,37,0.0,37,3.23,14,75.0,2.39,4.19,2,42,53,0.0,28,1.27,59,10,3,17,3,30,26
71.0,3.59,4.78,2,42,65,0.0,54,1.05,78,70.0,2.97,2.48,4,51,55,0.5,33,2.36,70,14,4,12,5,28,25
68.0,4.91,3.25,2,45,50,0.0,28,0.7,86,72.0,3.97,5.51,4,49,56,1.2,37,1.55,61,14,7,25,6,32,25
72.0,3.78,3.68,2,35,65,0.0,20,0.08,68,70.0,4.08,4.17,2,28,57,0.1,38,0.63,77,12,8,21,12,32,30
66.0,8.41,7.56,2,40,51,0.0,0,0.0,62,67.0,4.0,6.65,2,46,62,0.0,57,0.38,81,10,7,17,4,32,29
73.0,2.77,3.12,2,66,46,0.0,28,0.45,87,74.0,6.77,5.46,2,48,45,0.5,0,0.0,30,19,5,17,9,33,31
71.0,3.82,1.33,2,21,51,2.2,37,0.93,50,72.0,2.47,3.43,2,34,60,0.1,57,1.05,59,12,3,15,13,25,33
75.0,2.32,2.34,2,43,60,1.3,36,3.65,31,71.0,4.75,3.21,2,39,51,0.0,16,0.36,83,12,5,14,7,33,28
73.0,3.39,2.24,2,48,41,0.4,33,1.18,26,74.0,2.62,3.66,2,51,66,0.0,76,1.94,73,7,6,15,7,37,33
73.0,2.72,3.84,0,46,58,0.2,40,1.55,66,73.0,4.32,1.31,0,30,43,1.5,50,0.75,50,9,6,5,3,26,27
68.0,5.57,2.73,4,31,46,0.0,9,1.0,33,65.0,2.21,2.76,4,46,61,1.9,25,1.16,65,9,4,12,5,31,30
77.0,2.45,3.61,2,51,56,1.1,30,1.65,31,79.0,4.31,2.93,2,41,42,0.2,68,1.21,75,23,8,18,7,37,32
66.0,2.51,2.78,2,54,61,0.3,51,2.57,65,65.0,2.71,1.93,2,41,50,1.6,31,2.06,52,13,7,18,7,30,28
73.0,4.23,4.34,2,46,53,1.3,36,1.21,73,75.0,4.16,4.01,2,43,60,0.1,44,0.49,80,36,13,20,8,31,28
74.0,2.76,3.0,2,40,55,0.0,27,1.03,77,73.0,3.21,3.71,4,49,60,0.0,31,1.79,78,17,7,13,4,27,37
70.0,1.65,4.11,2,49,67,0.7,47,5.35,84,70.0,3.28,3.57,4,45,62,0.7,39,1.89,60,28,0,29,12,26,30
74.0,3.14,3.08,2,31,51,0.8,16,0.89,48,70.0,3.42,3.73,2,41,62,0.3,60,0.71,63,18,11,28,15,33,31
74.0,2.94,4.33,2,47,66,0.4,59,1.7,78,74.0,2.57,2.57,2,36,50,1.1,37,3.08,55,35,13,31,19,30,31
72.0,3.58,4.25,2,42,57,0.4,100,0.36,60,71.0,3.07,3.76,4,42,60,0.5,28,0.92,71,14,6,13,6,32,26
73.0,2.78,2.27,2,40,56,1.6,15,1.05,58,74.0,4.46,4.56,2,32,62,0.0,33,0.74,80,9,3,14,4,27,33
74.0,4.37,2.73,2,29,55,0.5,0,0.0,37,73.0,2.55,3.35,2,44,69,0.2,58,1.56,66,17,5,31,12,29,25
65.0,2.17,2.94,2,44,56,0.1,36,3.01,52,63.0,1.8,1.26,2,49,46,1.2,50,3.66,46,19,8,12,4,26,21
72.0,3.35,2.02,2,40,48,2.4,34,1.71,33,70.0,1.7,2.88,2,42,60,0.4,53,3.38,100,18,4,13,2,29,23
79.0,2.29,2.63,2,49,44,0.0,25,0.52,53,79.0,3.29,1.52,5,38,33,0.0,33,0.91,20,22,7,7,2,29,33
76.0,3.84,3.41,2,44,54,1.0,38,2.0,60,84.0,2.03,4.31,2,57,65,0.5,46,1.9,95,30,7,25,1,35,27
78.0,1.83,3.25,2,47,60,0.6,57,2.43,77,79.0,1.33,2.85,2,34,72,0.6,38,2.99,72,22,6,13,3,30,30
74.0,2.9,2.93,2,50,57,0.8,34,1.45,59,77.0,2.43,4.18,4,48,56,1.1,30,0.67,68,21,13,16,5,33,30
71.0,2.89,2.78,4,40,59,2.0,42,1.77,47,75.0,5.21,3.99,2,35,46,0.6,33,0.14,74,31,13,15,6,31,27
74.0,3.86,4.08,2,37,53,0.2,46,2.44,69,69.0,4.45,6.66,2,44,62,0.4,83,0.24,85,20,6,21,5,24,23
65.0,2.52,3.46,4,33,63,0.6,31,1.53,65,66.0,2.3,3.53,4,46,62,1.4,63,4.28,51,28,5,16,9,30,28
68.0,5.6,5.56,2,47,45,0.0,12,0.2,58,70.0,3.52,3.81,4,41,60,0.8,65,1.23,63,14,6,35,14,36,36
64.0,4.28,4.47,2,44,60,0.0,20,0.37,84,73.0,4.43,4.83,0,53,57,1.9,36,1.27,50,11,4,3,3,31,28
72.0,1.55,1.52,2,56,46,0.0,42,4.23,72,71.0,1.96,2.57,2,42,62,0.2,38,2.95,63,19,8,17,10,33,35
69.0,3.18,3.45,2,35,61,0.2,58,1.6,78,73.0,4.12,4.12,2,51,52,0.5,41,2.71,100,10,3,8,6,29,33
74.0,4.18,2.5,2,48,49,1.4,35,0.85,56,75.0,2.58,3.75,2,54,56,1.6,47,1.64,63,19,9,24,16,30,33
73.0,2.73,2.19,2,35,54,0.3,42,0.4,65,72.0,2.74,3.53,2,46,63,0.1,42,0.27,79,13,5,18,5,35,28
71.0,2.82,2.33,4,42,47,1.0,42,1.02,81,72.0,2.98,2.88,5,38,57,0.2,41,2.04,60,16,6,16,8,26,29
80.0,2.22,3.86,2,46,56,0.3,46,2.62,60,75.0,3.34,4.87,2,45,62,0.2,45,0.87,63,21,8,29,11,27,30
75.0,5.92,0.85,2,37,22,2.3,16,0.75,33,81.0,2.68,2.47,2,57,48,0.0,47,2.2,66,8,4,22,5,36,37
63.0,2.23,3.35,4,43,61,0.8,39,1.11,57,68.0,3.47,4.22,2,46,53,2.1,34,1.65,30,17,8,16,6,33,23
76.0,2.48,3.1,2,47,57,0.5,34,2.55,77,77.0,3.13,3.33,2,49,44,1.2,48,2.2,59,21,9,26,14,32,34
66.0,2.45,3.6,2,45,62,0.0,44,2.0,55,67.0,5.38,1.92,4,25,52,1.4,25,0.72,33,18,2,13,5,24,27
73.0,1.98,2.02,2,47,62,1.2,35,2.89,37,75.0,2.75,2.47,4,32,53,0.8,28,0.75,62,12,3,23,7,31,30
71.0,3.34,2.89,2,38,63,0.5,0,0.0,62,69.0,3.51,3.41,2,29,70,0.1,28,0.28,86,28,12,24,13,36,30
67.0,2.83,2.13,2,41,55,0.7,34,3.26,69,68.0,3.09,3.47,2,50,49,1.3,34,3.59,44,18,11,30,10,33,30
70.0,2.96,3.42,4,43,68,0.0,20,2.43,0,73.0,8.53,1.47,2,29,29,0.0,0,0.0,100,12,7,7,2,32,25
71.0,0.58,0.53,4,34,66,0.0,0,0.0,20,73.0,3.34,3.76,2,42,58,0.0,20,0.2,75,25,7,17,4,34,23
67.0,3.03,5.37,2,41,65,1.0,37,1.68,86,70.0,3.9,3.78,2,36,57,0.5,41,1.49,91,17,4,36,9,28,27
74.0,2.7,2.44,2,47,51,0.3,52,1.52,57,72.0,2.75,4.25,2,52,56,0.5,44,1.95,77,32,15,22,2,44,35
74.0,4.16,3.57,4,45,60,0.0,66,0.71,65,71.0,2.83,2.47,2,39,60,0.4,47,2.04,86,28,14,31,15,32,29
68.0,3.16,4.07,2,41,68,0.6,63,1.01,68,68.0,3.27,3.37,2,37,57,0.1,57,1.46,70,11,7,21,11,33,31
73.0,4.02,4.83,2,48,61,0.6,18,1.06,50,72.0,2.55,2.92,2,34,58,0.8,53,3.49,66,26,8,21,11,28,30
70.0,2.47,3.09,4,44,60,0.5,45,1.08,61,75.0,2.09,2.28,4,41,51,1.2,48,3.55,66,24,7,16,4,36,27
76.0,3.75,5.81,2,45,63,1.4,42,0.56,75,66.0,2.47,2.64,2,40,61,0.8,75,1.88,76,26,3,23,8,30,33
66.0,2.46,2.58,2,41,64,0.4,40,0.77,72,71.0,1.94,1.85,0,29,58,2.0,62,3.38,100,14,7,7,0,29,27
73.0,3.27,2.35,2,34,47,0.4,15,0.64,50,70.0,4.44,4.06,2,40,61,0.2,18,0.64,74,11,5,14,6,29,27
75.0,2.41,3.94,2,46,65,0.2,45,0.5,53,72.0,2.55,3.29,2,45,56,0.4,60,4.0,22,16,9,12,2,34,32
67.0,3.55,2.46,2,33,59,0.9,43,1.45,70,70.0,3.33,1.87,4,59,40,0.5,0,0.0,35,15,8,8,2,28,25
72.0,4.45,3.25,2,43,54,0.7,58,2.53,77,71.0,3.55,4.9,2,43,61,0.0,36,1.24,63,8,2,17,5,26,26
76.0,1.21,3.75,2,50,68,1.1,60,1.59,59,72.0,2.26,3.12,2,51,57,0.6,29,3.17,57,42,6,14,6,29,36
78.0,1.64,2.22,2,42,59,0.6,36,1.79,73,76.0,2.58,2.65,2,47,54,1.2,54,3.55,62,23,10,18,10,33,31
76.0,3.62,4.34,2,35,64,0.5,57,1.37,81,77.0,3.87,4.43,2,36,59,0.4,42,0.63,63,20,3,8,3,23,26
69.0,2.31,1.91,2,54,58,0.5,46,2.97,33,74.0,3.65,1.12,2,41,40,2.2,80,2.92,72,21,8,8,2,32,25
66.0,3.61,2.65,4,35,59,0.0,33,0.86,83,70.0,4.14,4.44,4,39,53,0.1,17,0.96,62,14,5,21,9,30,26
77.0,1.81,2.84,4,44,58,0.1,40,1.39,85,79.0,3.02,2.38,2,51,40,1.0,64,2.87,66,21,4,14,5,25,32
71.0,2.79,2.72,4,45,49,0.8,62,1.44,60,66.0,2.07,3.47,2,47,70,1.0,33,0.81,72,35,10,14,11,34,32
73.0,2.22,1.67,2,33,53,0.0,37,1.0,70,75.0,2.89,2.17,4,39,59,0.6,35,1.76,77,11,2,17,6,25,27
71.0,3.19,4.11,2,44,66,0.3,36,1.85,63,69.0,2.23,2.24,2,44,50,0.0,26,1.44,58,12,8,9,6,31,25
77.0,2.54,1.58,2,36,56,0.0,28,3.29,100,78.0,1.47,4.02,2,47,66,0.0,100,0.33,88,10,4,14,1,24,28
80.0,3.69,4.95,2,52,56,0.0,37,2.2,73,75.0,4.31,5.29,2,58,53,0.6,57,0.44,61,19,3,22,9,32,34
77.0,2.95,2.98,2,45,58,0.2,55,0.95,50,79.0,1.98,1.91,2,44,53,0.9,44,3.7,53,13,7,11,4,35,24
72.0,3.69,3.01,2,46,50,1.0,52,1.39,75,75.0,2.89,1.61,4,45,42,0.7,20,0.35,66,14,4,17,4,23,25
74.0,2.44,1.79,4,47,58,0.2,33,1.56,72,72.0,2.01,1.82,4,43,63,1.0,25,2.49,61,24,9,28,9,30,37
71.0,2.97,3.76,2,44,53,0.0,66,0.59,65,70.0,3.14,2.04,2,44,53,0.8,30,0.59,36,18,6,15,7,28,30
71.0,5.61,3.5,2,36,57,0.3,16,0.44,80,70.0,3.05,4.4,2,49,54,0.2,57,0.67,89,12,9,20,2,34,30
73.0,2.97,3.67,2,49,51,0.2,38,1.62,85,70.0,3.89,2.79,2,40,59,0.0,33,0.89,50,11,2,8,2,28,31
73.0,1.99,1.71,2,39,63,1.2,31,1.42,63,71.0,4.1,2.23,2,39,59,0.0,17,0.75,90,15,8,15,5,33,32
74.0,2.91,4.65,2,44,58,0.0,0,0.0,50,68.0,2.98,3.37,2,45,54,0.0,22,1.45,63,19,4,6,3,30,28
71.0,2.87,1.69,2,29,65,0.0,0,0.0,58,73.0,3.98,3.79,2,31,68,0.7,42,2.13,100,3,3,5,3,27,30
75.0,2.61,3.55,2,54,54,0.8,60,0.78,36,72.0,1.83,1.17,2,28,67,0.0,0,0.0,100,16,7,7,4,29,30
70.0,4.27,3.23,4,42,52,0.0,44,3.66,50,65.0,6.17,5.29,2,42,57,1.1,21,0.92,81,9,3,18,4,27,28
70.0,1.79,2.93,4,45,63,0.8,45,2.4,63,73.0,2.16,1.98,2,34,65,0.1,41,3.95,61,23,5,24,4,31,28
69.0,4.09,3.68,2,40,62,0.0,35,0.74,75,72.0,2.91,2.75,4,38,57,0.9,25,1.62,47,22,16,31,12,30,33
66.0,3.55,3.28,2,40,61,0.0,28,0.8,81,66.0,2.55,2.57,2,43,56,1.1,23,0.62,44,21,11,19,7,30,30
71.0,1.56,1.28,4,42,48,2.8,63,2.36,37,70.0,3.28,3.57,4,45,62,0.7,39,1.89,60,19,5,29,12,33,30
71.0,3.17,3.98,2,45,58,0.4,44,2.55,70,73.0,2.34,2.91,4,42,66,0.7,53,0.76,69,15,5,42,22,27,38
68.0,2.09,3.16,2,40,66,0.2,55,3.16,69,68.0,3.61,2.53,2,34,54,0.8,25,2.57,80,17,6,21,10,25,30
69.0,2.91,3.88,2,37,65,0.4,40,0.85,67,74.0,1.62,1.43,2,41,64,1.4,20,1.06,18,18,5,21,11,21,33
75.0,5.84,4.01,2,35,42,0.0,50,1.04,66,73.0,2.7,3.68,4,51,56,0.0,33,1.5,61,24,12,7,2,35,26
66.0,3.41,3.37,2,40,65,0.7,45,2.61,59,67.0,3.77,2.73,2,28,63,0.0,45,3.0,36,15,12,18,7,32,29
71.0,4.01,3.44,5,52,46,0.0,33,0.65,50,73.0,3.74,3.0,2,40,60,1.0,33,0.42,50,9,3,10,5,28,30
76.0,3.35,4.26,2,50,55,0.1,41,4.49,28,79.0,3.32,2.12,4,37,64,0.9,0,0.0,50,10,7,7,2,34,31
65.0,3.09,2.85,2,42,52,0.3,36,2.51,65,66.0,1.66,3.43,2,54,67,0.5,56,3.35,65,14,5,27,3,29,28
76.0,2.8,3.75,2,42,62,0.4,47,1.77,88,74.0,2.58,2.5,2,49,57,0.5,41,1.21,92,18,4,19,4,25,32
73.0,3.62,2.71,2,53,49,0.1,40,0.6,63,74.0,1.39,2.82,2,43,71,0.4,44,3.37,80,12,7,23,5,34,31
77.0,2.69,3.55,2,44,59,0.3,36,0.52,79,78.0,2.22,2.92,2,37,57,0.4,46,2.32,72,28,19,11,5,35,31
73.0,2.77,3.12,2,66,46,0.0,28,0.45,87,80.0,2.86,2.59,4,46,44,0.6,40,1.34,65,19,5,24,13,33,31
71.0,3.92,1.87,2,44,41,0.3,20,1.59,28,73.0,3.1,2.23,2,46,58,0.7,7,0.36,53,18,7,10,6,33,32
65.0,3.07,2.6,2,33,58,0.2,25,0.75,53,68.0,5.4,4.51,2,37,58,0.3,45,0.77,66,5,4,8,6,28,31
68.0,2.93,3.06,2,41,62,0.1,60,1.94,82,70.0,4.28,3.51,4,37,61,0.0,22,0.75,66,20,11,13,5,35,30
75.0,1.59,2.47,2,42,64,0.2,37,1.54,62,71.0,2.07,2.72,5,38,66,0.5,33,0.49,57,23,14,18,10,30,31
67.0,1.99,1.97,2,37,50,0.2,38,2.4,43,71.0,4.32,2.28,2,44,40,1.6,34,2.51,42,11,3,9,4,24,31
74.0,1.75,1.4,2,33,60,0.8,0,0.0,61,71.0,2.94,2.5,2,39,52,0.0,40,2.33,23,11,4,12,4,25,29
74.0,2.32,2.71,2,49,55,0.8,51,1.87,70,75.0,2.99,4.04,2,51,62,0.2,37,2.75,58,38,19,18,9,35,33
81.0,2.68,2.47,2,57,48,0.0,47,2.2,66,75.0,1.52,2.08,2,46,59,0.1,41,1.83,66,22,5,14,3,37,28
74.0,3.03,3.21,2,50,54,2.8,42,2.77,58,70.0,2.12,2.42,2,42,65,0.6,56,2.55,54,28,8,27,9,25,31
74.0,4.13,3.2,2,39,64,0.5,33,0.96,75,73.0,3.7,4.77,2,39,61,0.0,57,0.36,84,6,4,21,5,25,24
73.0,2.02,3.07,2,46,63,0.8,38,1.99,66,70.0,3.83,1.01,2,69,35,0.8,33,0.85,63,15,4,9,2,20,26
65.0,2.15,2.71,2,46,51,0.0,60,1.94,68,69.0,4.09,3.69,2,46,57,1.0,45,3.0,31,4,2,10,5,24,31
73.0,3.39,2.24,2,48,41,0.4,33,1.18,26,73.0,4.32,1.31,0,30,43,1.5,50,0.75,50,7,6,5,3,37,27
75.0,5.5,1.29,2,33,32,1.3,36,2.66,0,80.0,2.22,3.86,2,46,56,0.3,46,2.62,60,8,3,21,8,23,27
75.0,4.72,4.73,5,44,55,0.4,33,0.4,78,64.0,7.36,0.11,2,7,31,12.1,0,0.0,0,20,8,9,3,24,28
74.0,6.77,5.46,2,48,45,0.5,0,0.0,30,76.0,5.34,4.26,2,42,55,0.0,23,0.53,83,17,9,17,11,31,29
70.0,3.65,4.59,2,49,61,0.5,50,1.06,60,71.0,2.98,3.09,2,40,58,0.4,38,1.18,65,26,11,28,17,31,28
75.0,3.8,3.56,2,35,57,0.2,19,1.16,82,71.0,3.01,3.75,4,43,59,0.1,35,0.8,62,13,5,16,5,28,23
78.0,2.44,1.9,4,42,53,0.5,53,2.69,84,76.0,3.01,2.39,2,40,50,0.0,37,0.53,72,14,8,9,4,29,28
69.0,3.31,2.08,2,41,55,0.5,39,2.5,76,71.0,2.66,2.88,2,45,59,1.0,32,1.63,47,23,6,19,8,30,32
77.0,3.44,3.36,2,42,56,0.0,35,1.02,60,77.0,3.92,1.36,2,33,45,0.5,37,3.07,0,11,6,9,3,28,27
71.0,3.86,2.39,5,48,40,0.2,0,0.0,79,72.0,3.45,1.62,2,47,48,1.1,40,3.17,0,9,5,15,2,26,29
74.0,3.1,5.19,2,36,61,0.9,20,0.57,70,71.0,2.3,1.64,2,41,51,1.4,36,4.09,25,16,2,6,4,29,27
71.0,1.75,4.53,2,50,63,0.0,62,1.83,62,71.0,2.54,2.47,2,31,63,0.4,38,1.85,58,19,13,12,6,31,27
73.0,4.41,4.67,2,51,62,0.0,13,1.99,0,78.0,5.32,3.51,2,23,57,0.0,0,0.0,58,9,2,8,3,31,23
69.0,2.55,1.27,2,32,42,0.0,0,0.0,20,63.0,1.8,1.26,2,49,46,1.2,50,3.66,46,13,9,12,4,31,21
80.0,3.61,3.53,2,51,49,2.4,39,2.69,20,76.0,3.02,3.91,2,65,45,0.0,42,2.62,78,57,13,15,9,37,34
74.0,1.57,2.59,4,53,61,0.4,65,1.21,75,78.0,3.25,3.14,2,42,51,1.0,50,3.82,73,24,8,14,5,36,30
68.0,4.14,4.17,2,52,44,4.8,68,6.26,50,68.0,4.18,4.27,2,46,55,0.8,33,0.74,32,12,2,19,10,27,30
76.0,2.19,4.44,2,47,57,0.1,40,0.83,68,79.0,3.57,3.31,2,50,53,0.2,38,0.75,69,21,7,16,9,30,30
70.0,1.68,1.75,2,40,53,0.8,45,2.11,52,71.0,3.64,3.97,4,35,56,0.0,100,0.56,80,15,8,7,5,28,29
73.0,2.86,3.98,4,48,64,0.8,75,0.53,58,67.0,2.59,2.65,2,40,64,0.8,30,1.54,58,15,12,35,11,26,35
74.0,3.02,3.72,2,47,52,0.8,26,1.37,57,78.0,2.63,1.93,2,38,50,0.9,68,2.0,81,15,5,21,8,30,32
76.0,2.96,3.57,2,44,56,0.5,19,0.27,57,69.0,2.27,1.18,2,46,56,0.3,37,3.0,66,24,13,14,2,28,27
71.0,3.89,5.11,2,41,63,0.8,36,1.25,50,72.0,2.47,3.43,2,34,60,0.1,57,1.05,59,17,4,15,13,27,33
74.0,4.4,3.27,2,29,70,0.0,0,0.0,0,74.0,4.46,4.56,2,32,62,0.0,33,0.74,80,3,2,14,4,28,33
77.0,3.76,2.27,4,53,46,0.4,22,0.79,27,73.0,7.01,0.63,2,55,25,0.0,50,2.82,60,9,5,8,3,33,29
70.0,3.2,2.76,2,48,56,0.5,55,1.19,74,68.0,2.39,3.6,2,39,69,0.3,31,2.36,65,16,14,22,7,36,33
79.0,2.18,4.45,2,46,59,0.0,50,4.98,83,76.0,6.82,7.73,0,45,49,0.0,0,0.0,50,14,4,7,4,25,28
75.0,2.96,2.84,2,40,62,0.8,44,1.66,66,76.0,2.57,2.03,2,32,60,0.0,83,1.93,63,17,7,8,4,25,31
79.0,2.29,2.63,2,49,44,0.0,25,0.52,53,77.0,2.92,4.13,2,66,54,0.7,33,0.67,66,22,7,6,4,29,28
66.0,2.16,3.56,4,51,55,0.5,63,3.42,82,65.0,2.17,2.94,2,44,56,0.1,36,3.01,52,11,5,19,8,22,26
77.0,3.18,3.9,2,42,52,0.9,42,3.23,74,72.0,2.73,3.09,4,46,59,0.3,40,0.67,61,18,5,19,8,22,29
67.0,3.08,1.6,2,28,59,0.9,11,0.47,66,69.0,3.17,2.08,2,37,58,1.2,22,2.38,50,17,3,13,6,28,31
72.0,2.14,1.8,4,38,65,0.4,80,0.83,81,72.0,7.17,4.91,2,23,51,0.0,0,0.0,0,28,9,11,4,32,25
79.0,1.6,2.42,4,49,53,2.5,0,0.0,28,71.0,2.83,2.03,0,19,64,1.5,54,3.0,100,15,6,5,3,30,26
67.0,3.17,2.04,0,41,44,1.1,23,0.91,37,68.0,3.33,1.33,2,27,60,0.0,50,1.5,50,6,6,5,4,26,24
73.0,4.81,3.58,2,36,62,0.0,40,1.76,0,78.0,0.0,0.0,2,0,0,21.9,100,7.32,0,5,1,6,0,29,33
73.0,4.23,4.34,2,46,53,1.3,36,1.21,73,71.0,2.89,2.78,4,40,59,2.0,42,1.77,47,36,13,31,13,31,31
70.0,3.54,5.35,4,39,61,1.0,33,1.83,80,75.0,4.16,4.01,2,43,60,0.1,44,0.49,80,18,8,20,8,33,28
71.0,2.17,3.8,4,41,62,0.9,48,2.53,63,70.0,4.38,4.55,2,48,43,0.4,83,2.12,69,19,9,12,3,30,25
70.0,2.96,3.42,4,43,68,0.0,20,2.43,0,72.0,3.93,3.39,2,36,59,1.8,0,0.0,70,12,7,11,5,32,29
67.0,4.27,5.36,2,40,56,0.6,58,0.56,67,65.0,5.72,3.81,2,32,59,0.0,58,4.21,75,31,9,9,4,24,28
71.0,3.07,3.76,4,42,60,0.5,28,0.92,71,72.0,4.14,2.87,4,35,60,0.5,0,0.0,76,13,6,16,3,26,26
71.0,2.51,1.95,4,31,63,0.8,53,4.08,92,74.0,2.57,2.57,2,36,50,1.1,37,3.08,55,40,14,31,19,31,31
73.0,4.43,4.83,0,53,57,1.9,36,1.27,50,66.0,8.41,7.56,2,40,51,0.0,0,0.0,62,3,3,10,7,28,32
71.0,1.95,4.85,2,50,66,0.8,29,1.91,51,67.0,3.2,3.05,2,38,57,0.0,6,0.22,50,18,3,8,4,25,32
72.0,1.14,0.88,2,64,46,1.6,33,2.2,50,69.0,1.6,1.64,2,29,67,0.3,0,0.0,31,15,3,10,5,35,29
63.0,4.38,3.17,2,42,58,0.8,47,3.34,58,62.0,4.67,1.93,2,20,57,0.0,0,0.0,16,17,4,5,1,26,26
68.0,3.38,2.94,2,47,62,0.6,68,3.21,80,74.0,4.43,5.27,4,48,55,0.0,62,0.75,70,24,11,21,4,27,26
72.0,3.33,1.71,5,57,49,0.9,55,1.72,66,75.0,2.75,2.47,4,32,53,0.8,28,0.75,62,17,5,23,7,26,30
68.0,4.63,3.02,2,31,55,0.4,44,2.47,58,64.0,3.25,3.59,2,39,67,0.0,30,2.08,88,26,14,13,5,36,30
70.0,2.88,3.06,0,35,64,0.0,26,1.98,77,66.0,2.89,1.02,4,31,50,0.8,16,0.83,46,22,5,33,13,28,33
72.0,2.82,2.25,2,32,65,0.0,23,2.64,16,73.0,3.09,2.29,2,40,55,0.5,30,1.85,100,11,4,15,7,27,31
64.0,3.79,3.56,2,41,58,1.6,27,0.78,53,64.0,3.16,2.34,2,26,68,0.0,21,1.76,60,16,13,22,12,35,31
75.0,1.29,4.44,0,58,72,3.5,25,1.75,40,75.0,3.01,2.49,2,44,55,0.4,23,2.46,83,5,1,17,5,31,27
75.0,3.31,3.29,2,55,51,0.7,32,1.7,60,77.0,3.26,1.16,2,46,32,0.3,7,0.62,66,15,10,16,7,33,31
74.0,5.44,5.61,2,59,45,1.7,28,1.67,0,77.0,2.45,4.86,2,57,44,1.9,38,1.06,52,8,5,26,7,33,22
69.0,2.81,2.13,2,46,46,1.3,47,2.88,71,64.0,2.96,1.99,2,36,55,2.1,33,1.06,40,12,2,11,5,26,30
75.0,2.58,3.75,2,54,56,1.6,47,1.64,63,74.0,4.16,3.57,4,45,60,0.0,66,0.71,65,24,16,28,14,33,32
78.0,1.83,3.25,2,47,60,0.6,57,2.43,77,75.0,2.27,2.39,4,34,60,0.8,44,0.67,62,22,6,23,9,30,38
70.0,2.46,2.45,2,33,65,0.7,37,3.32,69,66.0,3.07,4.42,2,46,59,1.1,40,3.89,82,35,16,18,9,33,28
71.0,3.7,4.95,2,49,63,0.3,29,1.12,74,71.0,2.12,2.59,2,47,64,1.3,39,1.92,54,24,10,21,8,28,36
72.0,2.98,2.88,5,38,57,0.2,41,2.04,60,74.0,2.94,4.33,2,47,66,0.4,59,1.7,78,16,8,35,13,29,30
76.0,3.35,4.26,2,50,55,0.1,41,4.49,28,76.0,3.81,2.97,2,40,51,0.0,41,2.64,52,10,7,11,6,34,32
74.0,4.37,2.73,2,29,55,0.5,0,0.0,37,75.0,3.34,4.87,2,45,62,0.2,45,0.87,63,17,5,29,11,29,30
71.0,4.75,3.21,2,39,51,0.0,16,0.36,83,69.0,7.36,4.07,5,33,50,1.4,16,0.51,56,14,7,14,1,28,23
