weight_class,f1_reach,f1_stance,f1_weight,f2_reach,f2_stance,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,slpm_diff,sapm_diff,stk_atk_diff,stk_def_diff,stk_acc_diff,td_acc_diff,td_def_diff
6,73.0,2,155.0,70.0,4,155.0,10,5,0,21,9,0,34,30,71,68,-1.4400000000000004,-0.39999999999999947,1,7,1,16,-12
0,67.0,2,135.0,67.0,4,135.0,26,10,0,13,3,0,34,33,66,66,-4.41,-2.4399999999999995,-15,-2,-15,7,-48
8,77.0,2,216.0,73.0,4,175.0,2,2,0,14,2,3,34,27,77,73,-0.88,-1.13,-41,-37,-41,0,-66
8,71.0,4,190.0,74.0,0,185.0,33,21,1,0,4,0,24,0,71,74,0.0,0.0,0,0,0,0,0
8,72.0,2,205.0,73.0,4,175.0,28,16,2,14,2,3,29,27,73,73,0.59,3.17,5,2,5,60,-22
8,77.0,2,216.0,76.0,2,275.0,2,2,0,2,6,0,34,0,77,76,0.0,0.0,0,0,0,0,0
8,74.0,2,225.0,72.0,2,205.0,20,15,0,28,16,2,30,29,74,73,-1.47,-4.3,-46,-39,-46,-60,-44
8,73.0,4,175.0,73.0,2,196.0,14,2,3,0,1,0,27,30,73,73,0.88,1.13,41,37,41,0,66
8,77.0,2,250.0,76.0,2,275.0,4,11,0,2,6,0,0,0,77,76,0.0,0.0,0,0,0,0,0
8,77.0,2,216.0,72.0,2,430.0,2,2,0,0,1,0,34,24,77,72,0.0,0.0,0,0,0,0,0
8,74.0,2,225.0,73.0,4,175.0,20,15,0,14,2,3,31,28,74,73,-0.88,-1.13,-41,-37,-41,0,-66
8,73.0,4,175.0,75.0,4,260.0,14,2,3,9,6,1,28,0,73,75,0.88,1.13,41,37,41,0,66
8,72.0,2,210.0,74.0,2,225.0,2,1,0,20,15,0,0,31,72,74,0.0,0.0,0,0,0,0,0
8,73.0,4,175.0,71.0,4,190.0,14,2,3,33,21,1,28,25,73,71,0.88,1.13,41,37,41,0,66
8,70.0,4,170.0,75.0,4,260.0,1,5,0,9,6,1,0,0,70,75,0.0,0.0,0,0,0,0,0
8,72.0,2,210.0,72.0,4,180.0,2,1,0,1,1,0,0,0,72,72,0.0,0.0,0,0,0,0,0
8,70.0,2,210.0,74.0,2,225.0,2,1,0,20,15,0,0,31,70,74,0.0,0.0,0,0,0,0,0
8,73.0,4,175.0,67.0,2,178.0,14,2,3,0,1,0,28,0,73,67,0.88,1.13,41,37,41,0,66
8,72.0,0,210.0,71.0,4,190.0,1,1,0,33,21,1,0,25,72,71,0.0,0.0,0,0,0,0,0
8,75.0,4,260.0,68.0,0,238.0,9,6,1,0,1,0,0,0,75,68,0.0,0.0,0,0,0,0,0
8,74.0,0,245.0,70.0,4,170.0,0,1,0,1,5,0,0,0,74,70,0.0,0.0,0,0,0,0,0
8,0.0,0,210.0,75.0,0,210.0,1,0,0,0,1,0,0,0,0,75,0.0,0.0,0,0,0,0,0
8,77.0,0,275.0,72.0,2,210.0,1,3,0,2,1,0,0,0,77,72,0.0,0.0,0,0,0,0,0
8,74.0,2,225.0,0.0,0,225.0,20,15,0,0,1,0,31,0,74,0,0.0,0.0,0,0,0,0,0
8,72.0,0,175.0,70.0,2,210.0,0,2,0,2,1,0,19,0,72,70,0.0,0.0,0,0,0,0,0
8,73.0,4,175.0,74.0,4,250.0,14,2,3,100,18,7,28,36,73,74,0.88,1.13,41,37,41,0,66
8,73.0,2,215.0,74.0,4,250.0,1,3,0,100,18,7,0,36,73,74,0.0,0.0,0,0,0,0,0
8,73.0,4,175.0,71.0,3,200.0,14,2,3,2,2,0,28,0,73,71,0.88,1.13,41,37,41,0,66
8,69.0,5,185.0,74.0,4,250.0,26,16,0,100,18,7,0,36,69,74,0.0,0.0,0,0,0,0,0
8,70.0,2,215.0,72.0,2,225.0,2,3,0,0,1,0,0,25,70,72,0.0,0.0,0,0,0,0,0
8,64.0,2,236.0,71.0,3,200.0,0,4,0,2,2,0,24,0,64,71,0.0,0.0,0,0,0,0,0
8,73.0,4,175.0,70.0,2,190.0,14,2,3,0,1,0,28,51,73,70,0.88,1.13,41,37,41,0,66
8,73.0,0,230.0,73.0,2,200.0,4,5,0,30,14,2,0,26,73,73,-2.3,-1.36,-32,-72,-32,-50,-88
8,74.0,4,250.0,74.0,2,250.0,100,18,7,6,5,1,37,0,74,74,0.0,0.0,0,0,0,0,0
8,73.0,4,175.0,72.0,2,205.0,14,2,3,28,16,2,29,31,73,73,-0.59,-3.17,-5,-2,-5,-60,22
8,74.0,4,250.0,72.0,2,210.0,100,18,7,17,5,2,37,28,74,72,0.0,0.0,0,0,0,0,0
8,70.0,4,193.0,74.0,2,250.0,11,9,0,6,5,1,0,0,70,74,0.0,0.0,0,0,0,0,0
8,74.0,4,250.0,73.0,4,260.0,100,18,7,6,13,0,37,0,74,73,0.0,0.0,0,0,0,0,0
8,71.0,2,199.0,72.0,2,210.0,0,1,0,17,5,2,0,28,71,72,0.0,0.0,0,0,0,0,0
8,70.0,4,193.0,74.0,2,240.0,11,9,0,0,2,0,0,0,70,74,0.0,0.0,0,0,0,0,0
8,66.0,0,240.0,79.0,0,295.0,0,1,0,1,1,0,21,0,66,79,0.0,0.0,0,0,0,0,0
8,72.0,2,210.0,72.0,5,265.0,17,5,2,10,14,0,28,0,72,72,-1.35,-3.55,-30,-38,-30,-33,-66
8,74.0,4,250.0,72.0,2,205.0,100,18,7,28,16,2,37,31,74,73,-1.47,-4.3,-46,-39,-46,-60,-44
8,72.0,2,210.0,69.0,5,185.0,17,5,2,26,16,0,28,0,72,69,0.0,0.0,0,0,0,0,0
8,80.0,2,300.0,72.0,5,265.0,9,9,0,10,14,0,0,0,80,72,-1.35,-3.55,-30,-38,-30,-33,-66
8,72.0,2,210.0,74.0,2,250.0,17,5,2,6,5,1,28,0,72,74,0.0,0.0,0,0,0,0,0
8,70.0,2,195.0,74.0,2,225.0,0,3,0,20,15,0,0,32,70,74,0.0,0.0,0,0,0,0,0
8,80.0,2,300.0,71.0,2,230.0,9,9,0,11,10,0,0,0,80,71,0.0,0.0,0,0,0,0,0
8,74.0,2,400.0,72.0,5,265.0,1,4,0,10,14,0,0,0,74,72,-1.35,-3.55,-30,-38,-30,-33,-66
8,73.0,2,210.0,80.0,2,300.0,9,4,2,9,9,0,34,0,73,80,0.0,0.0,0,0,0,0,0
8,72.0,2,210.0,72.0,2,205.0,17,5,2,28,16,2,28,31,72,73,-1.47,-4.3,-46,-39,-46,-60,-44
8,73.0,2,210.0,75.0,4,260.0,9,4,2,9,6,1,34,0,73,75,0.0,0.0,0,0,0,0,0
8,72.0,2,190.0,80.0,2,300.0,5,6,0,9,9,0,0,0,72,80,0.0,0.0,0,0,0,0,0
8,73.0,2,210.0,74.0,2,240.0,9,4,2,0,2,0,34,0,73,74,0.0,0.0,0,0,0,0,0
8,75.0,4,235.0,75.0,4,260.0,0,1,0,9,6,1,0,0,75,75,0.0,0.0,0,0,0,0,0
8,72.0,2,190.0,74.0,2,240.0,5,6,0,1,3,0,0,0,72,74,0.0,0.0,0,0,0,0,0
8,80.0,2,270.0,80.0,2,300.0,1,4,0,9,9,0,0,0,80,80,0.0,0.0,0,0,0,0,0
8,76.0,0,245.0,72.0,0,200.0,4,6,0,1,3,0,0,0,76,72,0.0,0.0,0,0,0,0,0
8,72.0,2,210.0,74.0,4,250.0,17,5,2,100,18,7,28,37,72,74,0.0,0.0,0,0,0,0,0
8,72.0,2,210.0,73.0,2,210.0,17,5,2,9,4,2,28,34,72,73,0.0,0.0,0,0,0,0,0
8,72.0,5,265.0,74.0,4,250.0,10,14,0,100,18,7,0,37,72,74,1.35,3.55,30,38,30,33,66
8,72.0,2,210.0,74.0,2,250.0,17,5,2,6,5,1,28,0,72,74,0.0,0.0,0,0,0,0,0
8,71.0,3,200.0,73.0,2,210.0,2,2,0,9,4,2,0,34,71,73,0.0,0.0,0,0,0,0,0
8,74.0,4,250.0,80.0,2,300.0,100,18,7,9,9,0,37,0,74,80,0.0,0.0,0,0,0,0,0
8,70.0,2,215.0,72.0,5,265.0,2,3,0,10,14,0,0,0,70,72,-1.35,-3.55,-30,-38,-30,-33,-66
8,73.0,2,219.0,75.0,2,249.0,20,9,1,23,22,1,31,30,73,75,1.03,1.4299999999999997,8,-11,8,-43,-8
8,75.0,2,235.0,72.0,2,205.0,10,7,1,28,16,2,28,32,75,73,-0.71,-2.1799999999999997,37,-9,37,40,-44
8,75.0,2,249.0,71.0,2,199.0,23,22,1,11,4,0,30,22,75,71,1.84,2.14,56,48,56,100,53
8,75.0,2,225.0,73.0,2,219.0,7,20,2,20,9,1,31,31,75,73,-2.87,-3.57,-64,-37,-64,-57,-45
8,75.0,2,249.0,70.0,2,185.0,23,22,1,1,1,0,30,0,75,70,1.84,2.14,56,48,56,100,53
8,71.0,2,323.0,71.0,2,199.0,4,2,0,11,4,0,31,22,71,71,0.0,0.0,0,0,0,0,0
8,80.0,2,300.0,71.0,4,195.0,9,9,0,2,2,0,0,0,80,71,0.0,0.0,0,0,0,0,0
8,73.0,3,410.0,73.0,2,219.0,0,1,0,20,9,1,0,31,73,73,-2.87,-3.57,-64,-37,-64,-57,-45
8,74.0,4,250.0,72.0,2,205.0,100,18,7,28,16,2,38,32,74,73,-1.47,-4.3,-46,-39,-46,-60,-44
8,69.0,2,185.0,73.0,2,219.0,5,2,0,20,9,1,0,31,69,73,-2.87,-3.57,-64,-37,-64,-57,-45
8,72.0,2,190.0,79.0,4,350.0,5,6,0,1,2,0,0,33,72,79,0.0,0.0,0,0,0,0,0
8,75.0,2,249.0,69.0,2,200.0,23,22,1,1,1,0,30,0,75,69,1.84,2.14,56,48,56,100,53
8,80.0,2,245.0,74.0,4,230.0,2,1,1,14,8,1,0,25,80,74,0.0,0.0,0,0,0,0,0
8,77.0,2,250.0,71.0,2,230.0,4,11,0,11,10,0,0,0,77,71,0.0,0.0,0,0,0,0,0
8,72.0,2,240.0,71.0,0,230.0,2,1,0,1,1,0,0,0,72,71,0.0,0.0,0,0,0,0,0
8,73.0,2,219.0,75.0,2,205.0,20,9,1,16,10,0,31,32,73,73,0.9900000000000002,0.9499999999999997,12,-3,12,17,-5
8,75.0,2,205.0,75.0,2,249.0,16,10,0,23,22,1,32,30,73,75,0.039999999999999813,0.48,-4,-8,-4,-60,-3
8,75.0,2,230.0,73.0,2,219.0,5,5,0,20,9,1,0,31,75,73,-2.87,-3.57,-64,-37,-64,-57,-45
8,75.0,2,249.0,69.0,2,235.0,23,22,1,0,1,0,30,0,75,69,1.84,2.14,56,48,56,100,53
8,76.0,2,230.0,75.0,2,205.0,1,6,0,16,10,0,0,32,76,73,-1.88,-2.62,-52,-40,-52,-40,-50
8,75.0,2,230.0,76.0,2,235.0,5,5,0,0,1,0,0,0,75,76,0.0,0.0,0,0,0,0,0
8,72.0,2,190.0,73.0,2,219.0,5,6,0,20,9,1,0,31,72,73,-2.87,-3.57,-64,-37,-64,-57,-45
8,71.0,2,323.0,72.0,5,265.0,4,2,0,10,14,0,31,0,71,72,-1.35,-3.55,-30,-38,-30,-33,-66
8,75.0,2,230.0,75.0,2,205.0,5,5,0,16,10,0,0,32,75,73,-1.88,-2.62,-52,-40,-52,-40,-50
8,71.0,2,199.0,72.0,2,205.0,11,4,0,3,2,0,22,0,71,72,0.0,0.0,0,0,0,0,0
8,75.0,2,225.0,72.0,5,265.0,7,20,2,10,14,0,31,0,75,72,-1.35,-3.55,-30,-38,-30,-33,-66
8,75.0,2,230.0,71.0,2,205.0,5,5,0,2,1,0,0,0,75,71,0.0,0.0,0,0,0,0,0
8,75.0,2,300.0,75.0,2,205.0,0,1,0,16,10,0,0,32,75,73,-1.88,-2.62,-52,-40,-52,-40,-50
8,73.0,2,219.0,72.0,5,265.0,20,9,1,10,14,0,31,0,73,72,1.52,0.020000000000000018,34,-1,34,24,-21
8,72.0,2,240.0,72.0,5,265.0,2,1,0,10,14,0,0,0,72,72,-1.35,-3.55,-30,-38,-30,-33,-66
8,73.0,2,219.0,72.0,2,190.0,20,9,1,5,6,0,31,0,73,72,2.87,3.57,64,37,64,57,45
8,75.0,2,230.0,72.0,2,205.0,5,5,0,28,16,2,0,32,75,73,-1.47,-4.3,-46,-39,-46,-60,-44
8,75.0,2,235.0,80.0,2,300.0,10,7,1,9,9,0,28,0,75,80,0.76,2.12,83,30,83,100,0
8,71.0,2,230.0,72.0,5,265.0,11,10,0,10,14,0,0,0,71,72,-1.35,-3.55,-30,-38,-30,-33,-66
8,73.0,2,219.0,75.0,2,249.0,20,9,1,23,22,1,31,30,73,75,1.03,1.4299999999999997,8,-11,8,-43,-8
4,74.0,4,250.0,75.0,2,205.0,100,18,7,16,10,0,39,33,74,73,-1.88,-2.62,-52,-40,-52,-40,-50
4,74.0,4,185.0,71.0,2,323.0,26,14,0,4,2,0,20,32,72,71,1.59,2.83,46,50,46,60,53
6,69.0,0,190.0,71.0,2,199.0,1,1,0,11,4,0,0,23,69,71,0.0,0.0,0,0,0,0,0
4,74.0,4,185.0,74.0,2,233.0,26,14,0,7,5,1,20,32,72,74,-0.24,-0.18999999999999995,11,-6,11,-40,-27
4,73.0,4,215.0,71.0,2,323.0,0,2,0,4,2,0,0,32,73,71,0.0,0.0,0,0,0,0,0
6,71.0,4,199.0,67.0,2,205.0,29,25,3,9,3,0,28,29,71,67,1.3399999999999999,5.64,20,0,20,-28,66
6,72.0,2,199.0,71.0,2,199.0,0,2,0,11,4,0,0,23,72,71,0.0,0.0,0,0,0,0,0
4,74.0,4,185.0,72.0,5,265.0,26,14,0,10,14,0,20,0,72,72,0.24,-0.7199999999999998,16,12,16,27,-13
4,73.0,2,290.0,75.0,2,205.0,2,1,0,19,11,0,0,34,73,73,-2.85,-1.53,-57,-59,-57,-46,-58
6,73.0,2,200.0,74.0,2,205.0,30,14,2,17,11,1,29,22,73,75,-0.29000000000000004,-1.5199999999999998,-14,12,-14,15,34
4,75.0,2,300.0,75.0,2,205.0,0,4,0,19,11,0,34,34,75,73,-2.85,-1.53,-57,-59,-57,-46,-58
4,73.0,2,290.0,75.0,2,217.0,2,1,0,0,1,0,0,0,73,75,0.0,0.0,0,0,0,0,0
6,70.0,2,199.0,70.0,2,210.0,3,2,0,12,8,0,0,30,70,70,-1.7,-1.88,-63,-30,-63,0,-33
6,73.0,2,200.0,72.0,4,200.0,30,14,2,3,4,0,29,0,73,72,2.3,1.36,32,72,32,50,88
6,0.0,0,155.0,0.0,0,155.0,0,1,0,2,6,0,0,0,0,0,0.0,0.0,0,0,0,0,0
6,74.0,2,205.0,70.0,2,188.0,17,11,1,0,1,0,22,0,75,70,2.59,2.88,46,60,46,35,54
4,75.0,2,205.0,74.0,2,221.0,16,10,0,12,13,0,33,36,73,74,1.47,2.1500000000000004,6,-20,6,-10,30
4,75.0,5,266.0,74.0,4,345.0,15,11,0,17,9,0,29,27,75,74,-1.78,-0.85,-3,-6,-3,35,0
6,72.0,2,185.0,70.0,5,199.0,14,9,1,4,2,0,26,0,72,70,3.49,6.5,39,43,39,0,66
4,74.0,4,345.0,75.0,2,230.0,17,9,0,5,5,0,27,0,74,75,2.06,1.74,44,34,44,42,0
4,76.0,2,230.0,75.0,5,266.0,1,6,0,15,11,0,0,29,76,75,-0.28,-0.89,-41,-28,-41,-77,0
6,70.0,5,199.0,73.0,4,200.0,4,2,0,1,4,0,0,0,70,73,0.0,0.0,0,0,0,0,0
6,76.0,4,197.0,71.0,4,195.0,0,1,0,2,2,0,0,0,76,71,0.0,0.0,0,0,0,0,0
4,69.0,2,226.0,0.0,0,226.0,2,0,0,0,2,0,0,0,69,0,0.0,0.0,0,0,0,0,0
6,71.0,4,178.0,72.0,2,185.0,0,1,0,14,9,1,0,26,71,72,-3.49,-6.5,-39,-43,-39,0,-66
4,74.0,2,221.0,72.0,5,265.0,12,13,0,10,14,0,36,0,74,72,-0.9400000000000002,-3.08,16,22,16,17,-46
4,70.0,2,212.0,75.0,5,266.0,1,1,0,15,11,0,0,29,70,75,-0.28,-0.89,-41,-28,-41,-77,0
4,75.0,2,205.0,74.0,4,185.0,19,11,0,26,14,0,34,20,73,72,1.26,-1.3,11,9,11,-14,5
4,76.0,2,230.0,74.0,2,250.0,14,9,0,6,5,1,0,0,76,74,0.0,0.0,0,0,0,0,0
4,75.0,5,266.0,67.0,4,220.0,15,11,0,0,1,0,29,0,75,67,0.28,0.89,41,28,41,77,0
4,73.0,2,210.0,70.0,2,212.0,1,2,0,1,1,0,0,0,73,70,0.0,0.0,0,0,0,0,0
4,69.0,2,226.0,77.0,2,275.0,2,0,0,6,12,0,0,0,69,77,0.0,0.0,0,0,0,0,0
4,74.0,2,221.0,75.0,2,205.0,12,13,0,19,11,0,36,34,74,73,-2.44,-1.06,-11,1,-11,4,-38
4,72.0,4,185.0,75.0,2,242.0,26,16,1,6,4,0,28,0,72,75,1.26,2.03,41,51,41,31,48
4,73.0,4,260.0,74.0,4,185.0,6,13,0,26,14,0,0,20,73,72,-1.59,-2.83,-46,-50,-46,-60,-53
6,70.0,2,185.0,70.0,5,199.0,22,11,2,4,2,0,25,0,70,70,4.75,4.66,53,57,53,50,37
4,75.0,2,242.0,72.0,4,185.0,6,4,0,26,16,1,0,28,75,72,-1.26,-2.03,-41,-51,-41,-31,-48
4,72.0,5,265.0,71.0,2,205.0,10,14,0,0,5,1,0,30,72,71,1.35,0.41999999999999993,30,13,30,33,66
4,69.0,2,220.0,74.0,2,233.0,11,14,0,7,5,1,33,32,69,74,-1.83,-3.02,-35,-56,-35,-100,-80
7,70.0,2,185.0,73.0,2,199.0,22,11,2,4,1,2,26,0,70,73,4.75,4.66,53,57,53,50,37
4,75.0,2,235.0,71.0,2,225.0,10,7,1,26,18,2,30,28,75,71,-1.1199999999999999,-2.29,45,-24,45,80,-33
6,70.0,2,170.0,68.0,2,170.0,29,7,2,19,13,1,30,27,70,68,1.19,0.69,5,13,5,100,29
7,70.0,5,199.0,71.0,2,199.0,4,2,0,11,4,0,0,24,70,71,0.0,0.0,0,0,0,0,0
6,70.0,2,170.0,65.0,2,170.0,29,7,2,0,2,0,30,0,70,65,1.79,1.66,45,63,45,100,54
6,68.0,2,160.0,66.0,2,170.0,2,3,0,5,2,0,0,24,68,66,0.0,0.0,0,0,0,0,0
7,70.0,2,185.0,74.0,2,185.0,22,11,2,88,21,5,26,23,70,73,3.56,2.67,14,2,14,12,8
4,75.0,2,205.0,75.0,2,235.0,16,10,0,12,6,0,34,23,73,75,1.27,-0.1499999999999999,-10,0,-10,0,34
7,74.0,2,185.0,69.0,2,170.0,32,15,0,16,14,0,28,22,71,69,1.79,1.1500000000000001,6,7,6,-18,14
4,72.0,2,240.0,72.0,5,265.0,6,3,0,10,14,0,30,0,72,72,-1.35,-3.55,-30,-38,-30,-33,-66
4,74.0,5,205.0,73.0,4,210.0,8,5,0,4,6,0,33,0,74,73,1.52,1.91,41,41,41,14,37
7,75.0,2,200.0,69.0,2,170.0,5,6,0,16,14,0,0,22,75,69,-0.65,-1.55,-41,-44,-41,-70,-43
7,74.0,2,185.0,72.0,2,205.0,32,15,0,10,5,2,28,27,71,72,1.7999999999999998,1.35,-5,10,-5,12,57
7,71.0,2,199.0,70.0,2,185.0,5,9,4,22,11,2,30,26,71,70,-4.75,-4.66,-53,-57,-53,-50,-37
7,74.0,4,185.0,74.0,2,205.0,26,14,0,35,12,1,21,22,72,71,-1.2,0.6400000000000001,6,-10,6,7,-9
4,72.0,5,265.0,73.0,2,241.0,10,14,0,19,10,0,0,24,72,73,-0.5799999999999998,0.5299999999999998,-4,-12,-4,5,-12
6,70.0,2,170.0,66.0,2,170.0,29,7,2,5,2,0,30,24,70,66,1.79,1.66,45,63,45,100,54
4,75.0,2,235.0,71.0,2,225.0,12,6,0,26,18,2,23,28,75,71,-1.27,-1.6400000000000001,24,-14,24,20,-17
7,72.0,2,199.0,74.0,2,185.0,13,7,2,88,21,5,29,23,72,73,1.23,-1.57,11,16,11,-38,61
4,71.0,2,225.0,73.0,2,205.0,26,18,2,28,4,1,29,34,71,73,-3.71,2.35,-23,-25,-23,20,33
6,70.0,2,170.0,68.0,2,170.0,29,7,2,25,13,1,31,26,70,68,0.45999999999999996,-1.4800000000000002,15,10,15,75,4
4,75.0,2,205.0,73.0,2,241.0,16,10,0,19,10,0,35,25,73,73,-0.050000000000000044,-0.3999999999999999,18,-10,18,12,-28
7,74.0,2,205.0,71.0,2,199.0,17,11,1,11,4,0,24,25,75,71,2.59,2.88,46,60,46,35,54
6,65.0,2,170.0,66.0,2,170.0,0,2,0,5,2,0,0,25,65,66,0.0,0.0,0,0,0,0,0
7,74.0,2,185.0,68.0,2,194.0,32,8,0,5,6,0,28,0,72,68,3.05,2.64,59,56,59,43,25
6,0.0,0,170.0,71.0,2,170.0,2,3,0,27,19,1,0,26,0,71,0.0,0.0,0,0,0,0,0
7,74.0,2,205.0,73.0,2,200.0,17,11,1,30,14,2,24,31,75,73,0.29000000000000004,1.5199999999999998,14,-12,14,-15,-34
4,74.0,2,345.0,75.0,2,249.0,14,2,1,23,22,1,34,33,74,75,-1.84,-2.14,-56,-48,-56,-100,-53
7,74.0,2,185.0,76.0,2,205.0,88,21,5,21,8,0,24,30,73,74,-1.7800000000000002,-0.72,4,-1,4,-37,-52
4,74.0,2,221.0,70.0,2,205.0,12,13,0,17,16,0,38,28,74,70,-0.8500000000000001,-0.6500000000000001,-8,3,-8,-6,-10
7,74.0,2,185.0,69.0,2,170.0,32,8,0,1,2,0,28,0,72,69,3.05,2.64,59,56,59,43,25
4,74.0,2,230.0,75.0,2,235.0,16,16,0,12,6,0,0,24,74,75,-0.61,-2.77,-62,-40,-62,-40,-16
4,72.0,0,215.0,74.0,0,200.0,1,0,0,4,3,0,0,0,72,74,0.0,0.0,0,0,0,0,0
4,73.0,2,210.0,74.0,2,221.0,9,4,2,12,13,0,38,38,73,74,-0.41,-0.47,-46,-60,-46,-50,-20
6,70.0,2,170.0,68.0,2,155.0,29,7,2,1,1,2,31,32,70,68,1.79,1.66,45,63,45,100,54
7,72.0,4,170.0,74.0,2,185.0,9,13,2,88,21,5,21,24,72,73,-0.7,-0.3500000000000001,-9,-8,-9,-21,-8
7,69.0,2,199.0,71.0,1,183.0,11,1,1,17,7,0,36,0,69,71,-0.67,0.0,-16,0,-16,0,0
4,73.0,2,225.0,71.0,2,225.0,7,6,1,26,18,2,34,29,73,71,-1.88,-4.41,-38,-54,-38,-20,-33
7,68.0,2,185.0,70.0,2,199.0,15,9,1,3,2,0,33,0,68,70,2.19,3.44,33,32,33,71,16
4,74.0,2,280.0,74.0,2,345.0,16,6,2,14,2,1,34,34,74,74,0.84,1.37,50,42,50,69,50
7,70.0,2,185.0,74.0,2,205.0,22,11,2,17,11,1,27,24,70,75,2.16,1.7800000000000002,7,-3,7,15,-17
4,74.0,2,280.0,73.0,2,225.0,16,6,2,7,6,1,34,34,74,73,0.84,1.37,50,42,50,69,50
4,74.0,2,185.0,74.0,2,230.0,88,21,5,16,16,0,24,0,73,74,1.19,1.99,39,55,39,38,29
4,71.0,2,230.0,69.0,2,220.0,0,2,0,11,14,0,0,35,71,69,0.0,0.0,0,0,0,0,0
7,76.0,2,205.0,69.0,2,199.0,21,8,0,11,1,1,30,36,74,69,2.97,2.71,35,56,35,75,81
6,69.0,2,170.0,73.0,5,170.0,1,2,0,45,9,0,0,26,69,69,-2.14,-1.36,-53,-53,-53,-50,-35
7,72.0,4,155.0,66.0,2,160.0,3,4,3,0,1,0,0,0,72,66,0.0,4.0,0,66,0,0,0
6,63.0,0,145.0,70.0,4,145.0,1,3,1,25,15,1,29,25,63,67,-2.12,-3.13,-37,-56,-37,-33,-63
4,70.0,2,205.0,75.0,2,235.0,17,16,0,12,6,0,28,24,70,75,0.65,-1.65,-8,17,-8,16,14
4,71.0,2,225.0,73.0,2,241.0,26,18,2,19,10,0,29,25,71,73,-0.050000000000000044,1.3900000000000001,4,4,4,-8,-45
8,72.0,2,170.0,72.0,2,205.0,5,10,2,9,18,1,23,27,72,72,-3.7,-2.5,-4,-26,-4,-25,-40
7,71.0,4,190.0,72.0,2,199.0,33,21,1,16,5,3,30,22,71,72,0.0,0.0,0,0,0,0,0
7,68.0,2,185.0,71.0,4,185.0,15,9,1,40,27,10,33,27,68,71,2.19,3.44,33,32,33,71,16
8,72.0,4,170.0,72.0,2,170.0,9,13,2,5,10,2,21,23,72,72,0.19,-0.29000000000000004,-16,9,-16,17,11
8,72.0,2,205.0,69.0,2,198.0,9,18,1,2,4,1,27,24,72,69,4.0,4.43,50,64,50,25,50
7,74.0,2,205.0,74.0,2,205.0,35,12,1,17,11,1,24,25,71,75,0.20000000000000018,-0.69,-6,0,-6,18,8
7,74.0,2,183.0,71.0,2,205.0,14,8,1,0,5,1,34,33,74,71,1.33,-1.23,32,35,32,33,54
7,68.0,2,185.0,69.0,2,200.0,15,9,1,30,7,3,34,29,68,69,1.49,2.54,-12,-20,-12,8,-9
4,74.0,2,280.0,73.0,2,205.0,16,6,2,4,6,3,35,32,74,73,0.84,1.37,50,42,50,69,50
7,72.0,2,199.0,69.0,2,181.0,16,5,3,51,32,8,23,24,72,69,-0.88,-1.66,-40,-49,-40,-41,-5
6,71.0,2,170.0,68.0,2,170.0,27,19,1,21,8,8,27,23,71,68,-1.43,-17.86,-9,-43,-9,0,0
4,73.0,2,241.0,70.0,2,205.0,19,10,0,17,16,0,26,29,73,70,0.6699999999999999,1.9,-20,-7,-20,-28,48
7,69.0,2,185.0,74.0,2,200.0,39,10,1,4,7,0,0,27,69,74,0.0,0.0,0,0,0,0,0
10,72.0,2,155.0,70.0,2,170.0,34,16,0,29,7,2,21,32,70,70,0.08000000000000007,0.8,-10,-6,-10,-64,18
7,69.0,2,185.0,71.0,2,200.0,5,2,0,10,5,0,0,26,69,71,-0.2,-2.6,-36,-53,-36,0,-25
10,70.0,2,170.0,73.0,5,170.0,2,3,1,45,9,0,0,27,70,69,-2.14,-1.36,-53,-53,-53,-50,-35
6,70.0,4,145.0,66.0,2,155.0,25,15,1,7,2,4,26,29,67,66,2.12,3.13,37,56,37,33,63
4,74.0,4,250.0,73.0,2,241.0,100,18,7,19,10,0,42,26,74,73,-1.93,-3.02,-34,-50,-34,-28,-78
4,74.0,2,221.0,74.0,2,245.0,12,13,0,36,10,1,39,32,74,74,-1.61,-0.8500000000000001,-24,41,-24,0,20
7,68.0,2,185.0,74.0,2,185.0,15,9,1,88,21,5,34,25,68,73,1.0,1.45,-6,-23,-6,33,-13
10,68.0,2,155.0,71.0,2,170.0,9,5,0,27,19,1,30,27,68,71,1.73,2.49,47,42,47,40,50
7,74.0,2,238.0,71.0,4,183.0,0,2,0,53,26,8,21,25,74,71,-0.9299999999999999,-0.6999999999999997,-17,9,-17,-41,-37
4,71.0,2,225.0,73.0,2,275.0,19,7,1,7,1,0,34,31,71,73,2.54,3.11,48,44,48,40,80
4,73.0,2,225.0,74.0,2,247.0,7,6,1,43,12,1,35,29,73,69,-0.97,-2.87,-30,-59,-30,-12,-66
10,71.0,2,170.0,74.0,0,170.0,10,6,1,14,8,3,0,23,71,74,0.0,0.0,0,0,0,0,0
4,70.0,2,205.0,75.0,2,205.0,17,16,0,19,11,0,29,37,70,73,-1.59,-0.4099999999999999,-3,-2,-3,10,-28
4,75.0,2,205.0,74.0,2,221.0,36,9,0,12,13,0,25,39,73,74,1.82,1.06,-1,-3,-1,-8,45
9,82.0,2,265.0,78.0,2,250.0,13,5,0,35,8,0,24,23,82,75,-1.0,0.20000000000000018,-21,2,-21,-30,28
4,77.0,2,240.0,75.0,2,205.0,28,19,0,25,21,0,21,26,75,75,0.05999999999999961,-3.02,2,2,2,36,79
