weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,win_rate_diff
11,68.0,1.63,2.57,4,61,47,0.8,65,2.77,42,145.0,68.0,2.93,3.46,2,41,65,1.1,100,0.35,51,135.0,10,4,0,9,5,1,36,41,66,66,0.11428571428571432
0,69.0,3.51,3.41,2,29,70,0.1,28,0.28,86,135.0,67.0,2.94,3.52,2,35,64,0.1,20,0.52,73,135.0,24,13,1,22,8,1,34,29,67,66,-0.07809847198641773
2,71.0,3.14,6.15,2,57,59,0.4,34,2.16,72,145.0,71.0,2.8,3.27,2,36,53,1.3,35,2.52,58,145.0,21,1,0,25,8,0,30,34,66,70,0.19696969696969702
3,66.0,2.16,3.56,4,51,55,0.5,63,3.42,82,125.0,70.0,1.95,4.69,2,59,64,0.0,9,0.86,100,135.0,11,5,0,13,1,0,26,26,67,68,-0.2410714285714286
2,67.0,4.85,5.77,2,53,63,1.0,71,2.46,75,135.0,70.0,4.28,4.51,2,42,46,0.7,36,0.97,45,155.0,14,1,0,17,7,0,31,32,67,71,0.22499999999999998
13,64.0,3.78,4.05,2,38,53,0.0,50,0.25,75,125.0,66.0,2.51,2.78,2,54,61,0.3,51,2.57,65,125.0,17,6,1,13,7,0,30,34,64,66,0.05833333333333335
3,65.0,4.04,3.05,2,36,53,0.3,17,0.77,42,135.0,67.0,5.05,1.59,4,27,50,1.4,14,0.68,33,125.0,11,3,0,6,2,0,24,26,66,65,0.0357142857142857
14,64.0,7.37,4.1,2,31,52,0.0,21,0.75,83,115.0,63.0,7.19,4.93,2,50,53,0.2,25,0.94,50,115.0,6,6,0,20,8,0,32,36,61,63,-0.2142857142857143
5,76.0,4.28,3.06,2,47,44,0.8,26,0.41,51,205.0,76.0,2.68,3.63,2,50,55,0.8,48,2.17,47,205.0,32,14,0,26,11,1,30,37,76,73,0.011441647597253968
5,76.0,3.84,3.41,2,44,54,1.0,38,2.0,60,205.0,79.0,2.18,4.45,2,46,59,0.0,50,4.98,83,205.0,30,7,0,14,4,0,39,29,74,75,0.033033033033033066
7,76.0,1.27,3.2,2,37,57,0.0,100,1.0,25,185.0,77.0,2.95,2.98,2,45,58,0.2,55,0.95,50,185.0,14,1,1,13,7,0,32,39,69,73,0.22499999999999998
4,84.0,4.0,3.13,2,47,46,1.7,50,0.58,55,265.0,78.0,3.2,3.61,2,51,52,0.1,61,1.48,81,249.0,33,12,0,17,6,0,30,33,83,75,-0.005797101449275366
10,74.0,3.08,3.41,4,44,55,0.4,6,0.18,53,170.0,75.0,4.32,3.38,2,41,56,3.3,22,0.94,60,170.0,17,5,0,17,5,0,31,28,73,72,0.0
6,73.0,2.41,2.86,2,37,58,0.0,40,2.5,64,155.0,72.0,3.2,5.24,4,46,75,0.0,25,0.3,78,155.0,14,3,0,11,2,0,25,23,70,70,-0.022624434389140302
6,70.0,3.0,3.0,2,46,66,0.2,60,0.68,40,155.0,66.0,3.61,2.65,4,35,59,0.0,33,0.86,83,155.0,13,5,0,14,5,0,32,34,69,66,-0.014619883040935644
10,74.0,2.64,2.24,5,38,32,1.3,50,0.33,48,170.0,75.0,1.35,2.22,2,70,53,0.0,70,7.17,80,170.0,9,4,1,14,3,0,30,32,71,72,-0.18067226890756294
2,70.0,2.8,3.8,2,43,60,0.0,41,2.64,75,145.0,69.0,2.29,2.64,2,50,45,0.5,0,0.0,63,135.0,12,3,0,14,2,0,31,26,68,65,-0.07499999999999996
5,80.0,4.46,3.45,2,41,48,0.3,50,0.32,40,205.0,78.0,1.63,5.25,2,52,50,0.0,60,1.29,88,205.0,9,2,0,12,1,0,30,26,76,76,-0.1048951048951049
0,71.0,2.68,2.92,2,61,46,3.1,54,3.06,0,145.0,69.0,1.68,3.13,0,52,65,0.0,47,2.64,64,135.0,14,2,0,11,4,0,24,33,70,68,0.14166666666666672
5,72.0,3.84,2.81,5,46,49,0.0,20,1.41,50,205.0,76.0,2.83,2.86,2,46,59,0.0,38,2.26,83,205.0,15,8,0,13,3,0,27,26,72,72,-0.16032608695652173
0,72.0,3.55,2.6,2,31,54,1.4,20,0.34,55,135.0,70.0,3.1,1.86,2,36,52,0.6,35,2.64,43,135.0,13,6,0,10,6,0,25,28,66,65,0.05921052631578949
6,69.0,4.39,4.32,2,41,55,0.5,36,2.92,92,155.0,72.0,3.97,5.51,4,49,56,1.2,37,1.55,61,155.0,29,6,0,25,6,0,34,29,69,69,0.02211981566820287
2,70.0,3.18,3.47,2,44,65,0.1,65,0.64,91,135.0,71.0,2.98,3.09,2,40,58,0.4,38,1.18,65,145.0,28,6,0,28,17,0,32,32,67,69,0.2013071895424836
14,60.0,3.46,4.04,2,47,62,0.1,14,0.67,52,115.0,65.0,2.73,6.18,2,47,65,0.1,62,0.3,81,125.0,10,5,0,16,3,0,29,31,61,66,-0.17543859649122806
6,72.0,3.25,3.07,2,41,50,0.0,30,1.52,57,155.0,70.0,2.97,2.48,4,51,55,0.5,33,2.36,70,155.0,11,2,0,12,5,0,26,29,69,69,0.14027149321266963
10,72.0,3.02,4.42,2,39,61,0.6,0,0.0,31,170.0,73.0,2.55,3.35,2,44,69,0.2,58,1.56,66,170.0,17,5,0,31,12,0,28,29,71,72,0.051797040169133224
2,73.0,2.31,5.28,2,46,64,0.0,0,0.0,85,145.0,72.0,6.38,4.52,2,41,62,0.2,18,0.44,57,145.0,11,1,1,16,6,0,27,27,68,72,0.11888111888111885
6,75.0,1.59,2.47,2,42,64,0.2,37,1.54,62,155.0,70.0,0.76,2.1,2,56,72,0.8,68,3.4,93,155.0,23,14,1,18,1,0,34,27,71,70,-0.3421052631578947
5,75.0,3.16,5.27,4,39,49,0.0,71,2.62,80,205.0,70.0,5.92,2.32,2,51,21,3.5,41,8.7,0,205.0,15,4,0,20,6,0,25,31,73,71,0.020242914979757054
6,69.0,4.09,3.68,2,40,62,0.0,35,0.74,75,155.0,68.0,3.77,5.43,2,50,70,0.0,0,0.0,87,155.0,22,16,0,17,6,0,34,33,68,68,-0.160183066361556
13,68.0,4.58,4.35,2,32,64,0.1,0,0.0,56,125.0,68.0,4.18,4.27,2,46,55,0.8,33,0.74,32,125.0,13,2,0,19,10,0,30,34,69,66,0.21149425287356327
3,66.0,2.43,3.83,0,51,70,1.6,66,1.9,100,125.0,65.0,2.17,2.94,2,44,56,0.1,36,3.01,52,125.0,13,3,1,19,8,0,25,30,66,65,0.061002178649237404
14,64.0,3.55,4.81,2,47,54,0.6,40,0.29,77,115.0,63.0,3.11,3.01,2,41,61,0.3,27,1.38,57,115.0,10,6,0,10,8,1,33,33,65,64,0.09868421052631582
6,74.0,3.4,1.89,0,38,55,1.1,0,0.0,33,155.0,73.0,3.67,2.88,2,41,51,0.6,0,0.0,0,155.0,9,6,0,9,4,0,28,30,72,72,-0.09230769230769231
0,67.0,3.03,5.37,2,41,65,1.0,37,1.68,86,125.0,65.0,3.53,3.53,2,37,64,0.0,33,0.94,100,135.0,17,4,0,11,3,0,32,27,66,68,0.023809523809523836
3,66.0,1.66,3.43,2,54,67,0.5,56,3.35,65,125.0,64.0,2.73,3.82,2,44,65,0.2,35,2.16,90,135.0,27,3,1,15,2,0,32,31,63,64,-0.011385199240986688
2,72.0,3.69,5.53,2,46,66,0.4,54,1.16,76,145.0,70.0,3.65,4.59,2,49,61,0.5,50,1.06,60,145.0,13,3,1,26,11,0,29,35,71,68,0.06200317965023838
14,67.0,3.26,3.89,2,41,54,1.3,37,1.29,50,115.0,67.0,4.11,3.88,4,40,61,0.0,25,0.36,53,125.0,10,4,0,8,3,0,26,26,65,65,-0.012987012987012991
7,76.0,2.19,4.44,2,47,57,0.1,40,0.83,68,205.0,81.0,2.58,4.16,2,54,55,1.1,43,1.27,48,185.0,21,7,0,16,5,0,34,26,74,75,-0.011904761904761862
0,71.0,4.74,3.41,2,45,55,0.5,48,3.72,78,135.0,65.0,6.17,5.29,2,42,57,1.1,21,0.92,81,135.0,15,2,0,18,4,0,26,32,67,66,0.06417112299465233
0,69.0,3.79,2.96,2,40,65,0.2,49,6.53,71,135.0,75.0,1.87,3.87,4,49,56,0.3,88,2.73,65,135.0,15,3,0,8,1,0,26,26,66,70,-0.05555555555555547
0,73.0,2.55,2.7,2,44,59,1.2,64,2.46,71,135.0,72.0,3.16,3.05,2,39,59,0.7,64,2.13,75,135.0,16,8,0,14,2,0,31,23,69,69,-0.20833333333333337
2,72.0,3.64,3.0,2,42,63,0.0,0,0.0,53,145.0,68.0,3.13,5.44,2,42,61,0.4,0,0.0,81,145.0,11,4,0,8,3,0,28,24,68,67,0.006060606060605989
3,65.0,9.84,4.37,2,36,50,0.0,33,1.28,75,125.0,65.0,3.11,4.68,2,48,61,1.2,47,3.13,87,135.0,8,1,0,22,5,0,26,26,64,66,0.07407407407407407
14,63.0,2.24,6.22,5,49,63,0.9,30,1.75,100,115.0,60.0,3.31,2.75,2,29,71,0.2,20,0.2,70,115.0,20,1,0,9,4,0,29,29,64,60,0.26007326007326004
0,69.0,2.96,1.63,2,42,56,0.4,42,3.38,71,135.0,70.0,3.82,3.43,5,47,53,1.4,38,0.76,68,135.0,10,7,0,15,5,1,29,26,69,68,-0.12605042016806722
6,70.0,9.67,8.57,2,55,54,0.0,0,0.0,80,155.0,76.0,3.31,4.13,2,39,60,0.7,33,0.26,57,155.0,21,2,0,13,5,0,30,31,71,75,0.1908212560386473
2,74.0,3.86,4.08,2,37,53,0.2,46,2.44,69,145.0,73.0,3.92,4.22,4,37,58,0.1,45,0.52,78,155.0,20,6,0,20,15,0,28,32,71,70,0.19780219780219788
14,67.0,4.73,4.8,2,38,53,0.5,30,0.35,38,115.0,64.0,5.3,5.88,2,50,65,0.1,36,0.39,73,115.0,8,7,0,10,7,0,31,33,67,63,-0.05490196078431375
10,71.0,2.83,2.47,2,39,60,0.4,47,2.04,86,170.0,72.0,5.0,5.65,4,48,44,0.3,33,0.26,47,170.0,31,15,0,14,7,0,33,29,69,72,0.007246376811594235
3,68.0,2.4,2.44,2,52,53,2.4,47,1.78,59,125.0,66.0,2.55,2.57,2,43,56,1.1,23,0.62,44,125.0,17,1,0,19,7,0,31,34,65,66,0.2136752136752137
7,76.0,3.55,3.07,2,38,48,0.0,40,1.81,100,185.0,75.0,4.15,3.06,4,45,52,0.1,40,1.51,76,205.0,15,5,0,13,4,0,32,31,74,73,-0.014705882352941124
10,73.0,4.02,4.83,2,48,61,0.6,18,1.06,50,170.0,72.0,3.69,3.01,2,46,50,1.0,52,1.39,75,170.0,26,8,0,14,4,0,32,27,74,71,-0.013071895424836666
0,71.0,2.79,2.72,4,45,49,0.8,62,1.44,60,135.0,70.0,4.16,7.14,5,48,58,0.6,50,1.24,27,135.0,35,10,0,12,1,0,38,26,69,71,-0.14529914529914534
7,74.0,4.92,4.49,2,43,50,0.0,33,2.25,100,185.0,73.0,3.96,2.75,2,48,52,1.1,26,1.08,80,185.0,12,5,0,11,3,0,30,30,73,73,-0.07983193277310918
10,73.0,2.42,3.53,2,39,57,0.7,20,1.37,38,170.0,74.0,3.22,2.22,5,43,43,2.7,38,1.5,44,170.0,17,7,0,6,2,0,37,26,72,74,-0.04166666666666663
13,65.0,4.31,6.19,2,47,53,0.5,56,1.85,55,125.0,67.0,1.44,2.23,5,56,45,0.7,66,1.31,20,125.0,14,4,0,18,8,1,33,32,66,67,0.11111111111111116
6,73.0,3.74,3.0,2,40,60,1.0,33,0.42,50,155.0,70.0,4.14,4.44,4,39,53,0.1,17,0.96,62,155.0,10,5,0,21,9,0,34,30,71,68,-0.033333333333333326
0,67.0,1.61,1.59,2,36,52,2.1,32,2.92,22,135.0,67.0,4.05,6.0,4,51,54,0.4,25,0.37,70,135.0,26,10,0,13,3,0,34,33,66,66,-0.09027777777777779
8,77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,216.0,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,2,2,0,14,2,3,34,27,77,73,-0.23684210526315785
8,71.0,0.0,0.0,4,0,0,0.0,0,0.0,0,190.0,74.0,0.0,0.0,0,0,0,0.0,0,0.0,0,185.0,33,21,1,0,4,0,24,0,71,74,0.6
8,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,205.0,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,28,16,2,14,2,3,29,27,73,73,-0.12814645308924477
8,77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,216.0,76.0,0.0,0.0,2,0,0,0.0,0,0.0,0,275.0,2,2,0,2,6,0,34,0,77,76,0.25
8,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,205.0,20,15,0,28,16,2,30,29,74,73,-0.037267080745341685
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,196.0,14,2,3,0,1,0,27,30,73,73,0.7368421052631579
8,77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,250.0,76.0,0.0,0.0,2,0,0,0.0,0,0.0,0,275.0,4,11,0,2,6,0,0,0,77,76,0.016666666666666663
8,77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,216.0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,430.0,2,2,0,0,1,0,34,24,77,72,0.5
8,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,20,15,0,14,2,3,31,28,74,73,-0.16541353383458646
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,260.0,14,2,3,9,6,1,28,0,73,75,0.17434210526315785
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,2,1,0,20,15,0,0,31,72,74,0.09523809523809523
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,71.0,0.0,0.0,4,0,0,0.0,0,0.0,0,190.0,14,2,3,33,21,1,28,25,73,71,0.13684210526315788
8,70.0,0.0,0.0,4,0,0,0.0,0,0.0,0,170.0,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,260.0,1,5,0,9,6,1,0,0,70,75,-0.39583333333333337
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,72.0,0.0,0.0,4,0,0,0.0,0,0.0,0,180.0,2,1,0,1,1,0,0,0,72,72,0.16666666666666663
8,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,2,1,0,20,15,0,0,31,70,74,0.09523809523809523
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,67.0,0.0,0.0,2,0,0,0.0,0,0.0,0,178.0,14,2,3,0,1,0,28,0,73,67,0.7368421052631579
8,72.0,0.0,0.0,0,0,0,0.0,0,0.0,0,210.0,71.0,0.0,0.0,4,0,0,0.0,0,0.0,0,190.0,1,1,0,33,21,1,0,25,72,71,-0.09999999999999998
8,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,260.0,68.0,0.0,0.0,0,0,0,0.0,0,0.0,0,238.0,9,6,1,0,1,0,0,0,75,68,0.5625
8,74.0,0.0,0.0,0,0,0,0.0,0,0.0,0,245.0,70.0,0.0,0.0,4,0,0,0.0,0,0.0,0,170.0,0,1,0,1,5,0,0,0,74,70,-0.16666666666666666
8,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,210.0,75.0,0.0,0.0,0,0,0,0.0,0,0.0,0,210.0,1,0,0,0,1,0,0,0,0,75,1.0
8,77.0,0.0,0.0,0,0,0,0.0,0,0.0,0,275.0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,1,3,0,2,1,0,0,0,77,72,-0.41666666666666663
8,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,225.0,20,15,0,0,1,0,31,0,74,0,0.5714285714285714
8,72.0,0.0,0.0,0,0,0,0.0,0,0.0,0,175.0,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,0,2,0,2,1,0,19,0,72,70,-0.6666666666666666
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,14,2,3,100,18,7,28,36,73,74,-0.06315789473684219
8,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,215.0,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,1,3,0,100,18,7,0,36,73,74,-0.55
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,71.0,0.0,0.0,3,0,0,0.0,0,0.0,0,200.0,14,2,3,2,2,0,28,0,73,71,0.23684210526315785
8,69.0,0.0,0.0,5,0,0,0.0,0,0.0,0,185.0,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,26,16,0,100,18,7,0,36,69,74,-0.18095238095238098
8,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,215.0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,2,3,0,0,1,0,0,25,70,72,0.4
8,64.0,0.0,0.0,2,0,0,0.0,0,0.0,0,236.0,71.0,0.0,0.0,3,0,0,0.0,0,0.0,0,200.0,0,4,0,2,2,0,24,0,64,71,-0.5
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,190.0,14,2,3,0,1,0,28,51,73,70,0.7368421052631579
8,73.0,0.0,0.0,0,0,0,0.0,0,0.0,0,230.0,73.0,1.36,2.3,2,32,72,0.0,50,0.39,88,200.0,4,5,0,30,14,2,0,26,73,73,-0.20772946859903385
8,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,250.0,100,18,7,6,5,1,37,0,74,74,0.30000000000000004
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,205.0,14,2,3,28,16,2,29,31,73,73,0.12814645308924477
8,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,100,18,7,17,5,2,37,28,74,72,0.09166666666666667
8,70.0,0.0,0.0,4,0,0,0.0,0,0.0,0,193.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,250.0,11,9,0,6,5,1,0,0,70,74,0.050000000000000044
8,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,73.0,0.0,0.0,4,0,0,0.0,0,0.0,0,260.0,100,18,7,6,13,0,37,0,74,73,0.48421052631578954
8,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,199.0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,0,1,0,17,5,2,0,28,71,72,-0.7083333333333334
8,70.0,0.0,0.0,4,0,0,0.0,0,0.0,0,193.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,240.0,11,9,0,0,2,0,0,0,70,74,0.55
8,66.0,0.0,0.0,0,0,0,0.0,0,0.0,0,240.0,79.0,0.0,0.0,0,0,0,0.0,0,0.0,0,295.0,0,1,0,1,1,0,21,0,66,79,-0.5
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,265.0,17,5,2,10,14,0,28,0,72,72,0.2916666666666667
8,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,205.0,100,18,7,28,16,2,37,31,74,73,0.19130434782608696
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,69.0,0.0,0.0,5,0,0,0.0,0,0.0,0,185.0,17,5,2,26,16,0,28,0,72,69,0.0892857142857143
8,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,300.0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,265.0,9,9,0,10,14,0,0,0,80,72,0.08333333333333331
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,250.0,17,5,2,6,5,1,28,0,72,74,0.20833333333333337
8,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,195.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,0,3,0,20,15,0,0,32,70,74,-0.5714285714285714
8,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,300.0,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,230.0,9,9,0,11,10,0,0,0,80,71,-0.023809523809523836
8,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,400.0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,265.0,1,4,0,10,14,0,0,0,74,72,-0.21666666666666667
8,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,300.0,9,4,2,9,9,0,34,0,73,80,0.09999999999999998
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,205.0,17,5,2,28,16,2,28,31,72,73,0.09963768115942029
8,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,260.0,9,4,2,9,6,1,34,0,73,75,0.03749999999999998
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,190.0,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,300.0,5,6,0,9,9,0,0,0,72,80,-0.04545454545454547
8,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,240.0,9,4,2,0,2,0,34,0,73,74,0.6
8,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,235.0,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,260.0,0,1,0,9,6,1,0,0,75,75,-0.5625
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,190.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,240.0,5,6,0,1,3,0,0,0,72,74,0.20454545454545453
8,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,270.0,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,300.0,1,4,0,9,9,0,0,0,80,80,-0.3
8,76.0,0.0,0.0,0,0,0,0.0,0,0.0,0,245.0,72.0,0.0,0.0,0,0,0,0.0,0,0.0,0,200.0,4,6,0,1,3,0,0,0,76,72,0.15000000000000002
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,17,5,2,100,18,7,28,37,72,74,-0.09166666666666667
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,17,5,2,9,4,2,28,34,72,73,0.10833333333333339
8,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,265.0,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,10,14,0,100,18,7,0,37,72,74,-0.38333333333333336
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,250.0,17,5,2,6,5,1,28,0,72,74,0.20833333333333337
8,71.0,0.0,0.0,3,0,0,0.0,0,0.0,0,200.0,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,2,2,0,9,4,2,0,34,71,73,-0.09999999999999998
8,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,300.0,100,18,7,9,9,0,37,0,74,80,0.30000000000000004
8,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,215.0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,265.0,2,3,0,10,14,0,0,0,70,72,-0.016666666666666663
8,73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,219.0,75.0,2.14,1.84,2,56,48,0.8,100,0.4,53,249.0,20,9,1,23,22,1,31,30,73,75,0.16666666666666663
8,75.0,2.12,0.76,2,83,30,2.3,100,4.55,0,235.0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,205.0,10,7,1,28,16,2,28,32,75,73,-0.0531400966183575
8,75.0,2.14,1.84,2,56,48,0.8,100,0.4,53,249.0,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,199.0,23,22,1,11,4,0,30,22,75,71,-0.23333333333333328
8,75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,219.0,7,20,2,20,9,1,31,31,75,73,-0.425287356321839
8,75.0,2.14,1.84,2,56,48,0.8,100,0.4,53,249.0,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,185.0,23,22,1,1,1,0,30,0,75,70,0.0
8,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,323.0,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,199.0,4,2,0,11,4,0,31,22,71,71,-0.06666666666666665
8,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,300.0,71.0,0.0,0.0,4,0,0,0.0,0,0.0,0,195.0,9,9,0,2,2,0,0,0,80,71,0.0
8,73.0,0.0,0.0,3,0,0,0.0,0,0.0,0,410.0,73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,219.0,0,1,0,20,9,1,0,31,73,73,-0.6666666666666666
8,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,205.0,100,18,7,28,16,2,38,32,74,73,0.19130434782608696
8,69.0,0.0,0.0,2,0,0,0.0,0,0.0,0,185.0,73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,219.0,5,2,0,20,9,1,0,31,69,73,0.04761904761904767
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,190.0,79.0,0.0,0.0,4,0,0,0.0,0,0.0,0,350.0,5,6,0,1,2,0,0,33,72,79,0.12121212121212122
8,75.0,2.14,1.84,2,56,48,0.8,100,0.4,53,249.0,69.0,0.0,0.0,2,0,0,0.0,0,0.0,0,200.0,23,22,1,1,1,0,30,0,75,69,0.0
8,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,245.0,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,230.0,2,1,1,14,8,1,0,25,80,74,-0.10869565217391308
8,77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,250.0,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,230.0,4,11,0,11,10,0,0,0,77,71,-0.2571428571428572
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,240.0,71.0,0.0,0.0,0,0,0,0.0,0,0.0,0,230.0,2,1,0,1,1,0,0,0,72,71,0.16666666666666663
8,73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,219.0,75.0,2.62,1.88,2,52,40,0.8,40,3.89,50,205.0,20,9,1,16,10,0,31,32,73,73,0.05128205128205121
8,75.0,2.62,1.88,2,52,40,0.8,40,3.89,50,205.0,75.0,2.14,1.84,2,56,48,0.8,100,0.4,53,249.0,16,10,0,23,22,1,32,30,73,75,0.11538461538461542
